Hour,Region,AvailableRenewable_MW,Total_Load_MW,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,ChargePower_MW,DischargePower_MW,SOC_MWh,RenewableToLoad_MW,RenewableCharge_MW,GridCharge_MW,GridPurchase_MW,GridLoadPurchase_MW,GridSell_MW,Curtailment_MW,NetGridImport_MW,GridEnergyForCost_MW,ChargeMode,Evaluation,Scenario,WindowStart_h,Method
10,RegionA,1100.00000000,531.71100045,724.61000000,0.00000000,0.59170000,0.00000000,0.00000000,157.50000000,531.71100045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,568.28899955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
11,RegionA,1089.78000000,506.10150000,725.04000000,0.00000000,0.58450000,0.00000000,0.00000000,157.50000000,506.10150000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,583.67850000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
12,RegionA,1059.81000000,466.47899955,725.48000000,0.00000000,0.58020000,0.00000000,0.00000000,157.50000000,466.47899955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,593.33100045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
13,RegionA,1012.13000000,443.66670000,725.90000000,0.00000000,0.57910000,0.00000000,0.00000000,157.50000000,443.66670000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,568.46330000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
14,RegionA,950.00000000,423.08729955,726.32000000,0.00000000,0.58140000,0.00000000,0.00000000,157.50000000,423.08729955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,526.91270045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
15,RegionA,877.65000000,379.06650000,726.74000000,0.00000000,0.58690000,0.00000000,0.00000000,157.50000000,379.06650000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,498.58350000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
16,RegionA,800.00000000,334.04399955,727.14000000,0.00000000,0.59540000,0.00000000,0.00000000,157.50000000,334.04399955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,465.95600045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
17,RegionA,722.35000000,316.91249955,1054.92000000,0.00000000,0.60620000,0.00000000,0.00000000,157.50000000,316.91249955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,405.43750045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
18,RegionA,650.00000000,299.44349955,1055.49000000,0.00000000,0.61880000,0.00000000,0.00000000,157.50000000,299.44349955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,350.55650045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
19,RegionA,587.87000000,386.49149955,1056.03000000,0.00000000,0.63210000,0.00000000,0.00000000,157.50000000,386.49149955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,201.37850045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
20,RegionA,540.19000000,330.88499955,1056.56000000,0.00000000,0.64550000,0.00000000,0.00000000,157.50000000,330.88499955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,209.30500045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
21,RegionA,510.22000000,376.12350000,1057.08000000,0.00000000,0.65800000,0.00000000,0.00000000,157.50000000,376.12350000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,134.09650000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
22,RegionA,500.00000000,388.00349955,656.43000000,0.00000000,0.66870000,0.00000000,0.00000000,157.50000000,388.00349955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,111.99650045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
23,RegionA,510.22000000,408.92849955,656.73000000,0.00000000,0.67710000,0.00000000,0.00000000,157.50000000,408.92849955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,101.29150045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
24,RegionA,540.19000000,478.15650045,474.52000000,0.00000000,0.68250000,0.00000000,0.00000000,157.50000000,478.15650045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,62.03349955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
25,RegionA,587.87000000,495.67949955,474.72000000,0.00000000,0.68460000,0.00000000,0.00000000,157.50000000,495.67949955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,92.19050045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
26,RegionA,650.00000000,544.32000045,474.91000000,0.00000000,0.68330000,0.00000000,0.00000000,157.50000000,544.32000045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,105.67999955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
27,RegionA,722.35000000,544.32000000,475.10000000,0.00000000,0.67870000,0.00000000,0.00000000,157.50000000,544.32000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,178.03000000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
28,RegionA,800.00000000,544.32000000,475.28000000,0.00000000,0.67120000,0.00000000,0.00000000,157.50000000,544.32000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,255.68000000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
29,RegionA,877.65000000,544.31999955,475.45000000,0.00000000,0.66120000,0.00000000,0.00000000,157.50000000,544.31999955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,333.33000045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
30,RegionA,950.00000000,544.32000045,475.61000000,0.00000000,0.64960000,0.00000000,0.00000000,157.50000000,544.32000045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,405.67999955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
31,RegionA,1012.13000000,544.31999955,731.94000000,0.00000000,0.63700000,0.00000000,0.00000000,157.50000000,544.31999955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,467.81000045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
32,RegionA,1059.81000000,544.32000045,732.16000000,0.00000000,0.62450000,0.00000000,0.00000000,157.50000000,544.32000045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,515.48999955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
33,RegionA,1089.78000000,544.32000000,732.37000000,0.00000000,0.61280000,0.00000000,0.00000000,157.50000000,544.32000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,545.46000000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
34,RegionA,1100.00000000,535.61249955,732.56000000,0.00000000,0.60270000,0.00000000,0.00000000,157.50000000,535.61249955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,564.38750045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
35,RegionA,1089.78000000,516.42900045,732.74000000,0.00000000,0.59500000,0.00000000,0.00000000,157.50000000,516.42900045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,573.35099955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
36,RegionA,1059.81000000,464.19750000,732.90000000,0.00000000,0.59020000,0.00000000,0.00000000,157.50000000,464.19750000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,595.61250000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
37,RegionA,1012.13000000,439.10100045,733.05000000,0.00000000,0.58870000,0.00000000,0.00000000,157.50000000,439.10100045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,573.02899955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
38,RegionA,950.00000000,422.42040000,733.18000000,0.00000000,0.59050000,0.00000000,0.00000000,157.50000000,422.42040000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,527.57960000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
39,RegionA,877.65000000,401.13090045,733.30000000,0.00000000,0.59550000,0.00000000,0.00000000,157.50000000,401.13090045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,476.51909955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
40,RegionA,800.00000000,375.20549955,733.40000000,0.00000000,0.60350000,0.00000000,0.00000000,157.50000000,375.20549955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,424.79450045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
41,RegionA,722.35000000,328.90050045,1063.56000000,0.00000000,0.61380000,0.00000000,0.00000000,157.50000000,328.90050045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,393.44949955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
42,RegionA,650.00000000,289.99350045,1063.67000000,0.00000000,0.62580000,0.00000000,0.00000000,157.50000000,289.99350045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,360.00649955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
43,RegionA,587.87000000,297.32400000,1063.75000000,0.00000000,0.63860000,0.00000000,0.00000000,157.50000000,297.32400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,290.54600000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
44,RegionA,540.19000000,346.34250000,1063.82000000,0.00000000,0.65140000,0.00000000,0.00000000,157.50000000,346.34250000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,193.84750000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
45,RegionA,510.22000000,327.84750045,1063.86000000,0.00000000,0.66330000,0.00000000,0.00000000,157.50000000,327.84750045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,182.37249955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
46,RegionA,500.00000000,416.92049955,660.34000000,0.00000000,0.67350000,0.00000000,-0.00000000,157.50000000,416.92049955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,83.07950045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
47,RegionA,510.22000000,442.74600000,660.33000000,0.00000000,0.68120000,0.00000000,0.00000000,157.50000000,442.74600000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,67.47400000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
48,RegionA,540.19000000,472.04100045,476.90000000,0.00000000,0.68600000,0.00000000,-0.00000000,157.50000000,472.04100045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,68.14899955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
49,RegionA,587.87000000,530.40150045,476.88000000,0.00000000,0.68760000,0.00000000,0.00000000,157.50000000,530.40150045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,57.46849955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
50,RegionA,650.00000000,544.32000000,476.85000000,0.00000000,0.68570000,0.00000000,0.00000000,157.50000000,544.32000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,105.68000000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
51,RegionA,722.35000000,544.32000000,476.81000000,0.00000000,0.68050000,0.00000000,0.00000000,157.50000000,544.32000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,178.03000000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
52,RegionA,800.00000000,544.32000045,476.76000000,0.00000000,0.67240000,0.00000000,0.00000000,157.50000000,544.32000045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,255.67999955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
53,RegionA,877.65000000,544.32000000,476.70000000,0.00000000,0.66180000,0.00000000,0.00000000,157.50000000,544.32000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,333.33000000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
54,RegionA,950.00000000,544.31999955,476.63000000,0.00000000,0.64960000,0.00000000,0.00000000,157.50000000,544.31999955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,405.68000045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
55,RegionA,1012.13000000,544.32000045,733.16000000,0.00000000,0.63640000,0.00000000,0.00000000,157.50000000,544.32000045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,467.80999955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
56,RegionA,1059.81000000,544.32000000,733.03000000,0.00000000,0.62330000,0.00000000,0.00000000,157.50000000,544.32000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,515.49000000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
57,RegionA,1089.78000000,544.32000000,732.89000000,0.00000000,0.61090000,0.00000000,0.00000000,157.50000000,544.32000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,545.46000000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
58,RegionA,1100.00000000,544.32000000,732.74000000,0.00000000,0.60030000,0.00000000,0.00000000,157.50000000,544.32000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,555.68000000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
59,RegionA,1089.78000000,487.75500045,732.57000000,0.00000000,0.59200000,0.00000000,0.00000000,157.50000000,487.75500045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,602.02499955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
60,RegionA,1059.81000000,469.25999955,732.39000000,0.00000000,0.58660000,0.00000000,0.00000000,157.50000000,469.25999955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,590.55000045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
61,RegionA,1012.13000000,465.23700045,732.19000000,0.00000000,0.58450000,0.00000000,0.00000000,157.50000000,465.23700045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,546.89299955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
62,RegionA,950.00000000,444.09735000,731.99000000,0.00000000,0.58570000,0.00000000,0.00000000,157.50000000,444.09735000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,505.90265000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
63,RegionA,877.65000000,414.71595045,731.77000000,0.00000000,0.59020000,0.00000000,0.00000000,157.50000000,414.71595045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,462.93404955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
64,RegionA,800.00000000,328.71420000,731.55000000,0.00000000,0.59760000,0.00000000,0.00000000,157.50000000,328.71420000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,471.28580000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
65,RegionA,722.35000000,330.75000045,1060.40000000,0.00000000,0.60730000,0.00000000,0.00000000,157.50000000,330.75000045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,391.59999955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
66,RegionA,650.00000000,307.13849955,1060.05000000,0.00000000,0.61880000,0.00000000,0.00000000,157.50000000,307.13849955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,342.86150045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
67,RegionA,587.87000000,262.83150000,1059.68000000,0.00000000,0.63100000,0.00000000,0.00000000,157.50000000,262.83150000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,325.03850000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
68,RegionA,540.19000000,341.46900045,1059.29000000,0.00000000,0.64330000,0.00000000,0.00000000,157.50000000,341.46900045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,198.72099955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
69,RegionA,510.22000000,339.32250000,1058.90000000,0.00000000,0.65470000,100.00000000,0.00000000,250.50000000,339.32250000,100.00000000,0.00000000,0.00000000,0.00000000,0.00000000,70.89750000,0.00000000,0.00000000,1,fixed,observed,0,carbon_aware_MILP
70,RegionA,500.00000000,359.95049955,656.99000000,0.00000000,0.66440000,100.00000000,0.00000000,343.50000000,359.95049955,100.00000000,0.00000000,0.00000000,0.00000000,0.00000000,40.04950045,0.00000000,0.00000000,1,fixed,observed,0,carbon_aware_MILP
71,RegionA,510.22000000,470.08350045,656.73000000,0.00000000,0.67160000,6.98924731,0.00000000,350.00000000,470.08350045,6.98924731,0.00000000,0.00000000,0.00000000,0.00000000,33.14725224,0.00000000,0.00000000,1,fixed,observed,0,carbon_aware_MILP
0,RegionB,540.19000000,458.74350045,448.50000000,0.00000000,0.62480000,0.00000000,-0.00000000,144.00000000,458.74350045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,81.44649955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
1,RegionB,587.87000000,527.33699955,448.79000000,0.00000000,0.62710000,0.00000000,-0.00000000,144.00000000,527.33699955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,60.53300045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
2,RegionB,650.00000000,531.35999955,449.08000000,0.00000000,0.62610000,0.00000000,0.00000000,144.00000000,531.35999955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,118.64000045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
3,RegionB,722.35000000,531.36000000,449.38000000,0.00000000,0.62210000,0.00000000,0.00000000,144.00000000,531.36000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,190.99000000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
4,RegionB,800.00000000,531.36000045,449.67000000,0.00000000,0.61540000,0.00000000,0.00000000,144.00000000,531.36000045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,268.63999955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
5,RegionB,877.65000000,531.35999955,449.96000000,0.00000000,0.60640000,0.00000000,0.00000000,144.00000000,531.35999955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,346.29000045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
6,RegionB,950.00000000,531.36000000,450.24000000,0.00000000,0.59590000,0.00000000,0.00000000,144.00000000,531.36000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,418.64000000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
7,RegionB,1012.13000000,531.35999955,693.12000000,0.00000000,0.58450000,0.00000000,0.00000000,144.00000000,531.35999955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,480.77000045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
8,RegionB,1059.81000000,531.35999955,693.56000000,0.00000000,0.57310000,0.00000000,0.00000000,144.00000000,531.35999955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,528.45000045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
9,RegionB,1089.78000000,531.36000000,693.99000000,0.00000000,0.56250000,0.00000000,0.00000000,144.00000000,531.36000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,558.42000000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
10,RegionB,1100.00000000,531.36000000,694.41000000,0.00000000,0.55350000,0.00000000,0.00000000,144.00000000,531.36000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,568.64000000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
11,RegionB,1089.78000000,531.35999955,694.83000000,0.00000000,0.54680000,0.00000000,0.00000000,144.00000000,531.35999955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,558.42000045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
12,RegionB,1059.81000000,482.38199955,695.25000000,0.00000000,0.54270000,0.00000000,0.00000000,144.00000000,482.38199955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,577.42800045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
13,RegionB,1012.13000000,443.23604955,695.66000000,0.00000000,0.54170000,0.00000000,0.00000000,144.00000000,443.23604955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,568.89395045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
14,RegionB,950.00000000,422.43389955,696.06000000,0.00000000,0.54390000,0.00000000,0.00000000,144.00000000,422.43389955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,527.56610045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
15,RegionB,877.65000000,377.50049955,696.45000000,0.00000000,0.54910000,0.00000000,0.00000000,144.00000000,377.50049955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,500.14950045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
16,RegionB,800.00000000,341.65935000,696.84000000,0.00000000,0.55700000,0.00000000,0.00000000,144.00000000,341.65935000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,458.34065000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
17,RegionB,722.35000000,344.73600045,1010.97000000,0.00000000,0.56710000,0.00000000,0.00000000,144.00000000,344.73600045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,377.61399955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
18,RegionB,650.00000000,291.10050045,1011.51000000,0.00000000,0.57880000,0.00000000,0.00000000,144.00000000,291.10050045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,358.89949955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
19,RegionB,587.87000000,336.97349955,1012.03000000,0.00000000,0.59130000,0.00000000,0.00000000,144.00000000,336.97349955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,250.89650045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
20,RegionB,540.19000000,356.07600000,1012.54000000,0.00000000,0.60380000,0.00000000,0.00000000,144.00000000,356.07600000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,184.11400000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
21,RegionB,510.22000000,375.32700000,1013.04000000,0.00000000,0.61550000,0.00000000,0.00000000,144.00000000,375.32700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,134.89300000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
22,RegionB,500.00000000,423.62999955,629.08000000,0.00000000,0.62560000,0.00000000,-0.00000000,144.00000000,423.62999955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,76.37000045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
23,RegionB,510.22000000,444.74400045,629.37000000,0.00000000,0.63340000,0.00000000,0.00000000,144.00000000,444.74400045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,65.47599955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
24,RegionB,540.19000000,460.20150000,454.75000000,0.00000000,0.63840000,0.00000000,0.00000000,144.00000000,460.20150000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,79.98850000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
25,RegionB,587.87000000,531.35999955,454.94000000,0.00000000,0.64040000,0.00000000,-0.00000000,144.00000000,531.35999955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,56.51000045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
26,RegionB,650.00000000,531.36000045,455.13000000,0.00000000,0.63920000,0.00000000,0.00000000,144.00000000,531.36000045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,118.63999955,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
27,RegionB,722.35000000,531.36000000,455.31000000,0.00000000,0.63490000,0.00000000,0.00000000,144.00000000,531.36000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,190.99000000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
28,RegionB,800.00000000,531.36000000,455.48000000,0.00000000,0.62790000,0.00000000,0.00000000,144.00000000,531.36000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,268.64000000,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
29,RegionB,877.65000000,531.35999955,455.64000000,0.00000000,0.61860000,0.00000000,0.00000000,144.00000000,531.35999955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,346.29000045,0.00000000,0.00000000,0,fixed,observed,0,carbon_aware_MILP
