Method,SourceMethodLabel,Hour,Region,AvailableRenewable_MW,DirectRenewableUse_MW,RenewableCharge_MW,GridSell_MW,Curtailment_MW,UtilizedRenewable_MW,RenewableBalanceResidual_MW
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,35,RegionA,1089.7799999999997,537.38100045,0.0,0.0,552.3989995499998,537.38100045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,36,RegionA,1059.8099999999997,485.1494999999998,0.0,0.0,574.6605,485.1494999999998,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,37,RegionA,1012.1299999999998,456.21180045,0.0,0.0,555.9181995499998,456.21180045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,38,RegionA,950.0,422.42040000000003,0.0,0.0,527.5796,422.42040000000003,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,39,RegionA,877.65,401.1309004500001,0.0,0.0,476.51909954999985,401.1309004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,40,RegionA,800.0,375.2054995500001,0.0,0.0,424.7945004499999,375.2054995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,41,RegionA,722.35,328.90050045000015,0.0,0.0,393.44949954999987,328.90050045000015,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,42,RegionA,650.0,289.99350045,0.0,0.0,360.00649955,289.99350045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,43,RegionA,587.8700000000002,297.324,0.0,0.0,290.5460000000002,297.324,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,44,RegionA,540.1899999999999,346.3424999999999,0.0,0.0,193.84750000000003,346.3424999999999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,45,RegionA,510.2200000000002,327.84750045,0.0,0.0,182.3724995500002,327.84750045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,46,RegionA,500.0,416.92049955000016,0.0,0.0,83.07950044999984,416.92049955000016,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,47,RegionA,510.2200000000002,442.74600000000004,0.0,0.0,67.47400000000016,442.74600000000004,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,48,RegionA,540.1899999999999,472.04100045000007,0.0,0.0,68.14899954999987,472.04100045000007,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,49,RegionA,587.8700000000002,530.40150045,0.0,0.0,57.468499550000274,530.40150045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,50,RegionA,650.0,545.6700000000001,0.0,0.0,104.32999999999993,545.6700000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,51,RegionA,722.35,546.6150000000001,0.0,0.0,175.7349999999999,546.6150000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,52,RegionA,800.0,543.7800004500001,0.0,0.0,256.2199995499999,543.7800004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,53,RegionA,877.65,542.673,0.0,0.0,334.977,542.673,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,54,RegionA,950.0,539.3249995500001,0.0,0.0,410.67500044999986,539.3249995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,55,RegionA,1012.1299999999998,538.30350045,0.0,0.0,473.82649954999977,538.30350045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,56,RegionA,1059.8099999999997,539.8650000000001,0.0,0.0,519.9449999999996,539.8650000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,57,RegionA,1089.7799999999997,542.98575,0.0,0.0,546.7942499999997,542.98575,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,58,RegionA,1100.0,543.5010000000001,0.0,0.0,556.4989999999999,543.5010000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,59,RegionA,1089.7799999999997,487.75500044999995,0.0,0.0,602.0249995499998,487.75500044999995,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,60,RegionA,1059.8099999999997,469.25999955000003,0.0,0.0,590.5500004499997,469.25999955000003,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,61,RegionA,1012.1299999999998,465.2370004500001,0.0,0.0,546.8929995499997,465.2370004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,62,RegionA,950.0,444.0973499999999,0.0,0.0,505.9026500000001,444.0973499999999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,63,RegionA,877.65,414.7159504500001,0.0,0.0,462.9340495499999,414.7159504500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,64,RegionA,800.0,328.71419999999983,0.0,0.0,471.28580000000017,328.71419999999983,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,65,RegionA,722.35,330.7500004500001,0.0,0.0,391.59999954999995,330.7500004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,66,RegionA,650.0,307.13849955000006,0.0,0.0,342.86150044999994,307.13849955000006,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,67,RegionA,587.8700000000002,262.8315,0.0,0.0,325.0385000000002,262.8315,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,68,RegionA,540.1899999999999,341.46900045,0.0,0.0,198.72099954999993,341.46900045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,69,RegionA,510.2200000000002,339.3225,0.0,0.0,170.8975000000002,339.3225,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,70,RegionA,500.0,359.9504995500001,0.0,0.0,140.04950044999993,359.9504995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,71,RegionA,510.2200000000002,470.0835004500001,0.0,0.0,40.13649955000011,470.0835004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,72,RegionA,540.1899999999999,459.00000045000013,0.0,0.0,81.18999954999981,459.00000045000013,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,73,RegionA,587.8700000000002,531.495,0.0,0.0,56.37500000000023,531.495,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,74,RegionA,650.0,544.32000045,0.0,0.0,105.67999955000005,544.32000045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,75,RegionA,722.35,544.3200000000002,0.0,0.0,178.02999999999986,544.3200000000002,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,76,RegionA,800.0,544.3199999999999,0.0,0.0,255.68000000000006,544.3199999999999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,77,RegionA,877.65,544.32,0.0,0.0,333.3299999999999,544.32,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,78,RegionA,950.0,544.32000045,0.0,0.0,405.67999955000005,544.32000045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,79,RegionA,1012.1299999999998,544.31999955,0.0,0.0,467.81000044999973,544.31999955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,80,RegionA,1059.8099999999997,544.32000045,0.0,0.0,515.4899995499998,544.32000045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,81,RegionA,1089.7799999999997,544.31999955,0.0,0.0,545.4600004499997,544.31999955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,82,RegionA,1100.0,544.3200000000002,0.0,0.0,555.6799999999998,544.3200000000002,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,83,RegionA,1089.7799999999997,527.3639999999999,0.0,0.0,562.4159999999998,527.3639999999999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,84,RegionA,1059.8099999999997,499.25699955000005,0.0,0.0,560.5530004499997,499.25699955000005,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,85,RegionA,1012.1299999999998,459.81000045,0.0,0.0,552.3199995499997,459.81000045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,86,RegionA,950.0,410.2380000000001,0.0,0.0,539.762,410.2380000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,87,RegionA,877.65,377.8379999999999,0.0,0.0,499.81200000000007,377.8379999999999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,88,RegionA,800.0,333.3554995500001,0.0,0.0,466.6445004499999,333.3554995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,89,RegionA,722.35,303.3585004499999,0.0,0.0,418.9914995500001,303.3585004499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,90,RegionA,650.0,307.62449955,0.0,0.0,342.37550045,307.62449955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,91,RegionA,587.8700000000002,301.8870004500001,0.0,0.0,285.98299955000016,301.8870004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,92,RegionA,540.1899999999999,339.29549999999995,0.0,0.0,200.8945,339.29549999999995,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,93,RegionA,510.2200000000002,368.469,0.0,0.0,141.7510000000002,368.469,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,94,RegionA,500.0,392.78249999999997,0.0,0.0,107.21750000000003,392.78249999999997,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,95,RegionA,510.2200000000002,452.76300045,0.0,0.0,57.456999550000205,452.76300045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,96,RegionA,540.1899999999999,465.62850045,0.0,0.0,74.56149954999995,465.62850045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,97,RegionA,587.8700000000002,543.7259995500001,0.0,0.0,44.144000450000135,543.7259995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,98,RegionA,650.0,515.60549955,0.0,0.0,134.39450045,515.60549955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,99,RegionA,722.35,544.3200000000002,0.0,0.0,178.02999999999986,544.3200000000002,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,100,RegionA,800.0,544.31999955,0.0,0.0,255.68000044999997,544.31999955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,101,RegionA,877.65,544.3199995499999,0.0,0.0,333.33000045000006,544.3199995499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,102,RegionA,950.0,544.3200004500001,0.0,0.0,405.67999954999993,544.3200004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,103,RegionA,1012.1299999999998,544.3199995500001,0.0,0.0,467.8100004499996,544.3199995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,104,RegionA,1059.8099999999997,544.3199999999999,0.0,0.0,515.4899999999998,544.3199999999999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,105,RegionA,1089.7799999999997,544.31999955,0.0,0.0,545.4600004499997,544.31999955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,106,RegionA,1100.0,544.3199995500001,0.0,0.0,555.6800004499999,544.3199995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,107,RegionA,1089.7799999999997,530.61750045,0.0,0.0,559.1624995499998,530.61750045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,108,RegionA,1059.8099999999997,472.878,0.0,0.0,586.9319999999998,472.878,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,109,RegionA,1012.1299999999998,454.2075004500001,0.0,0.0,557.9224995499997,454.2075004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,110,RegionA,950.0,396.26550000000015,0.0,0.0,553.7344999999998,396.26550000000015,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,111,RegionA,877.65,378.32669955000006,0.0,0.0,499.3233004499999,378.32669955000006,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,112,RegionA,800.0,318.9915004500001,0.0,0.0,481.0084995499999,318.9915004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,113,RegionA,722.35,309.97349954999993,0.0,0.0,412.3765004500001,309.97349954999993,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,114,RegionA,650.0,316.6424995499999,0.0,0.0,333.3575004500001,316.6424995499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,115,RegionA,587.8700000000002,343.08900000000006,0.0,0.0,244.78100000000018,343.08900000000006,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,116,RegionA,540.1899999999999,293.08500045000005,0.0,0.0,247.1049995499999,293.08500045000005,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,117,RegionA,510.2200000000002,334.3950000000001,0.0,0.0,175.8250000000001,334.3950000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,118,RegionA,500.0,417.5820000000001,0.0,0.0,82.41799999999989,417.5820000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,119,RegionA,510.2200000000002,469.86749955,0.0,0.0,40.35250045000021,469.86749955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,120,RegionA,540.1899999999999,465.7635,0.0,0.0,74.42649999999992,465.7635,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,121,RegionA,587.8700000000002,533.73600045,0.0,0.0,54.133999550000226,533.73600045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,122,RegionA,650.0,544.3199995500001,0.0,0.0,105.68000044999985,544.3199995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,123,RegionA,722.35,544.31999955,0.0,0.0,178.03000045,544.31999955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,124,RegionA,800.0,544.3200004500001,0.0,0.0,255.67999954999993,544.3200004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,125,RegionA,877.65,544.32,0.0,0.0,333.3299999999999,544.32,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,126,RegionA,950.0,544.32000045,0.0,0.0,405.67999955000005,544.32000045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,127,RegionA,1012.1299999999998,544.31999955,0.0,0.0,467.81000044999973,544.31999955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,128,RegionA,1059.8099999999997,544.3199999999998,0.0,0.0,515.4899999999999,544.3199999999998,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,129,RegionA,1089.7799999999997,544.32,0.0,0.0,545.4599999999997,544.32,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,130,RegionA,1100.0,542.5380000000001,0.0,0.0,557.4619999999999,542.5380000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,131,RegionA,1089.7799999999997,541.5795004500001,0.0,0.0,548.2004995499997,541.5795004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,132,RegionA,1059.8099999999997,488.72699955000013,0.0,0.0,571.0830004499996,488.72699955000013,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,133,RegionA,1012.1299999999998,469.11285045000005,0.0,0.0,543.0171495499997,469.11285045000005,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,134,RegionA,950.0,419.86079955,0.0,0.0,530.13920045,419.86079955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,135,RegionA,877.65,383.76450000000006,0.0,0.0,493.8854999999999,383.76450000000006,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,136,RegionA,800.0,306.0314995500001,0.0,0.0,493.9685004499999,306.0314995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,137,RegionA,722.35,307.40850044999996,0.0,0.0,414.94149955000006,307.40850044999996,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,138,RegionA,650.0,308.33999955000013,0.0,0.0,341.66000044999987,308.33999955000013,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,139,RegionA,587.8700000000002,305.0324995500002,0.0,0.0,282.83750045000005,305.0324995500002,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,140,RegionA,540.1899999999999,307.3409995499999,0.0,0.0,232.84900045000006,307.3409995499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,141,RegionA,510.2200000000002,368.55000044999997,0.0,0.0,141.66999955000023,368.55000044999997,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,142,RegionA,500.0,406.0800004500001,0.0,0.0,93.91999954999989,406.0800004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,143,RegionA,510.2200000000002,442.6649995499999,0.0,0.0,67.5550004500003,442.6649995499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,144,RegionA,540.1899999999999,469.78650000000005,0.0,0.0,70.4034999999999,469.78650000000005,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,145,RegionA,587.8700000000002,486.97200045000005,0.0,0.0,100.89799955000018,486.97200045000005,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,146,RegionA,650.0,544.3199999999999,0.0,0.0,105.68000000000006,544.3199999999999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,147,RegionA,722.35,544.32000045,0.0,0.0,178.02999955000007,544.32000045,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,148,RegionA,800.0,544.32,0.0,0.0,255.67999999999995,544.32,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,149,RegionA,877.65,544.32,0.0,0.0,333.3299999999999,544.32,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,150,RegionA,950.0,543.7799995500001,0.0,0.0,406.22000044999993,543.7799995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,151,RegionA,1012.1299999999998,540.6750004500001,0.0,0.0,471.4549995499997,540.6750004500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,152,RegionA,1059.8099999999997,540.6750000000001,0.0,0.0,519.1349999999996,540.6750000000001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,153,RegionA,1089.7799999999997,542.29499955,0.0,0.0,547.4850004499997,542.29499955,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,154,RegionA,1100.0,542.4480004499999,0.0,0.0,557.5519995500001,542.4480004499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,155,RegionA,1089.7799999999997,504.8460000000002,0.0,0.0,584.9339999999995,504.8460000000002,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,156,RegionA,1059.8099999999997,430.0515004499999,0.0,0.0,629.7584995499999,430.0515004499999,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,157,RegionA,1012.1299999999998,456.29189954999987,0.0,0.0,555.83810045,456.29189954999987,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,158,RegionA,950.0,435.26835045000007,0.0,0.0,514.7316495499999,435.26835045000007,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,159,RegionA,877.65,392.60699999999997,0.0,0.0,485.043,392.60699999999997,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,160,RegionA,800.0,387.6659995500001,0.0,0.0,412.3340004499999,387.6659995500001,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,161,RegionA,722.35,316.872,0.0,0.0,405.478,316.872,0.0
fifo_latency_feasible_local_first,full_horizon_FIFO_latency_feasible_local_first,162,RegionA,650.0,345.2625000000001,0.0,0.0,304.7374999999999,345.2625000000001,0.0
