ArrivalHour,SourceRegion,TaskType,Arrival_Task_Count,Arrival_GPU_Demand,GPU_Workload_GPUh,Mean_Duration_min
4,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4,RegionD,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4,RegionD,AITraining,2.0000000000,147.0000000000,155.4166666667,54.5000000000
4,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4,RegionE,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4,RegionE,AITraining,2.0000000000,191.0000000000,758.4166666667,254.0000000000
4,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4,RegionF,BatchInference,1.0000000000,10.0000000000,24.8333333333,149.0000000000
4,RegionF,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
5,RegionA,RealTimeInference,3.0000000000,15.0000000000,54.8166666667,174.3333333333
5,RegionA,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
5,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
5,RegionB,RealTimeInference,2.0000000000,7.0000000000,42.2666666667,355.5000000000
5,RegionB,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
5,RegionB,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
5,RegionC,RealTimeInference,1.0000000000,3.0000000000,3.8000000000,76.0000000000
5,RegionC,BatchInference,3.0000000000,36.0000000000,147.9000000000,251.6666666667
5,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
5,RegionD,RealTimeInference,1.0000000000,3.0000000000,6.9500000000,139.0000000000
5,RegionD,BatchInference,1.0000000000,6.0000000000,38.1000000000,381.0000000000
5,RegionD,AITraining,4.0000000000,163.0000000000,687.8500000000,257.5000000000
5,RegionE,RealTimeInference,1.0000000000,3.0000000000,10.2500000000,205.0000000000
5,RegionE,BatchInference,1.0000000000,12.0000000000,11.6000000000,58.0000000000
5,RegionE,AITraining,1.0000000000,56.0000000000,53.2000000000,57.0000000000
5,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
5,RegionF,BatchInference,1.0000000000,6.0000000000,14.9000000000,149.0000000000
5,RegionF,AITraining,2.0000000000,145.0000000000,545.8333333333,231.5000000000
6,RegionA,RealTimeInference,2.0000000000,7.0000000000,8.2500000000,70.0000000000
6,RegionA,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6,RegionB,RealTimeInference,6.0000000000,27.0000000000,102.0500000000,216.8333333333
6,RegionB,BatchInference,4.0000000000,57.0000000000,157.3166666667,160.2500000000
6,RegionB,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6,RegionC,RealTimeInference,2.0000000000,8.0000000000,40.8166666667,304.5000000000
6,RegionC,BatchInference,1.0000000000,6.0000000000,34.4000000000,344.0000000000
6,RegionC,AITraining,1.0000000000,86.0000000000,295.2666666667,206.0000000000
6,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6,RegionD,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6,RegionD,AITraining,3.0000000000,124.0000000000,338.8000000000,185.6666666667
6,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6,RegionE,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6,RegionE,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6,RegionF,BatchInference,1.0000000000,9.0000000000,50.4000000000,336.0000000000
6,RegionF,AITraining,3.0000000000,139.0000000000,511.4666666667,252.6666666667
7,RegionA,RealTimeInference,1.0000000000,6.0000000000,34.6000000000,346.0000000000
7,RegionA,BatchInference,1.0000000000,14.0000000000,45.5000000000,195.0000000000
7,RegionA,AITraining,1.0000000000,18.0000000000,73.2000000000,244.0000000000
7,RegionB,RealTimeInference,1.0000000000,2.0000000000,7.7000000000,231.0000000000
7,RegionB,BatchInference,1.0000000000,18.0000000000,104.7000000000,349.0000000000
7,RegionB,AITraining,1.0000000000,21.0000000000,19.2500000000,55.0000000000
7,RegionC,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
7,RegionC,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
7,RegionC,AITraining,1.0000000000,107.0000000000,529.6500000000,297.0000000000
7,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
7,RegionD,BatchInference,1.0000000000,11.0000000000,16.5000000000,90.0000000000
7,RegionD,AITraining,3.0000000000,293.0000000000,904.3500000000,182.3333333333
7,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
7,RegionE,BatchInference,1.0000000000,20.0000000000,39.0000000000,117.0000000000
7,RegionE,AITraining,2.0000000000,170.0000000000,203.9666666667,65.0000000000
7,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
7,RegionF,BatchInference,2.0000000000,37.0000000000,129.7000000000,221.0000000000
7,RegionF,AITraining,1.0000000000,53.0000000000,211.1166666667,239.0000000000
8,RegionA,RealTimeInference,2.0000000000,6.0000000000,22.8333333333,202.5000000000
8,RegionA,BatchInference,1.0000000000,22.0000000000,105.2333333333,287.0000000000
8,RegionA,AITraining,1.0000000000,80.0000000000,368.0000000000,276.0000000000
8,RegionB,RealTimeInference,5.0000000000,22.0000000000,90.5666666667,239.8000000000
8,RegionB,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
8,RegionB,AITraining,1.0000000000,31.0000000000,83.7000000000,162.0000000000
8,RegionC,RealTimeInference,5.0000000000,21.0000000000,96.2666666667,268.8000000000
8,RegionC,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
8,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
8,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
8,RegionD,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
8,RegionD,AITraining,2.0000000000,147.0000000000,627.0833333333,170.0000000000
8,RegionE,RealTimeInference,2.0000000000,4.0000000000,14.2000000000,160.0000000000
8,RegionE,BatchInference,1.0000000000,11.0000000000,24.5666666667,134.0000000000
8,RegionE,AITraining,1.0000000000,90.0000000000,336.0000000000,224.0000000000
8,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
8,RegionF,BatchInference,1.0000000000,13.0000000000,85.1500000000,393.0000000000
8,RegionF,AITraining,2.0000000000,129.0000000000,201.8500000000,92.5000000000
9,RegionA,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
9,RegionA,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
9,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
9,RegionB,RealTimeInference,4.0000000000,19.0000000000,81.4833333333,262.0000000000
9,RegionB,BatchInference,1.0000000000,23.0000000000,75.9000000000,198.0000000000
9,RegionB,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
9,RegionC,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
9,RegionC,BatchInference,2.0000000000,29.0000000000,31.8833333333,73.0000000000
9,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
9,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
9,RegionD,BatchInference,1.0000000000,12.0000000000,16.2000000000,81.0000000000
9,RegionD,AITraining,1.0000000000,107.0000000000,48.1500000000,27.0000000000
9,RegionE,RealTimeInference,1.0000000000,5.0000000000,25.0833333333,301.0000000000
9,RegionE,BatchInference,3.0000000000,34.0000000000,195.1666666667,316.6666666667
9,RegionE,AITraining,3.0000000000,120.0000000000,522.4500000000,246.6666666667
9,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
9,RegionF,BatchInference,1.0000000000,10.0000000000,50.8333333333,305.0000000000
9,RegionF,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
10,RegionA,RealTimeInference,1.0000000000,5.0000000000,13.5000000000,162.0000000000
10,RegionA,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
10,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
10,RegionB,RealTimeInference,3.0000000000,14.0000000000,29.4833333333,169.3333333333
10,RegionB,BatchInference,1.0000000000,7.0000000000,46.3166666667,397.0000000000
10,RegionB,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
10,RegionC,RealTimeInference,1.0000000000,2.0000000000,7.3000000000,219.0000000000
10,RegionC,BatchInference,2.0000000000,31.0000000000,59.6333333333,115.0000000000
10,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
10,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
10,RegionD,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
10,RegionD,AITraining,1.0000000000,123.0000000000,590.4000000000,288.0000000000
10,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
10,RegionE,BatchInference,3.0000000000,48.0000000000,102.1166666667,139.0000000000
10,RegionE,AITraining,3.0000000000,280.0000000000,990.6666666667,241.6666666667
10,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
10,RegionF,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
10,RegionF,AITraining,4.0000000000,290.0000000000,230.0000000000,44.0000000000
11,RegionA,RealTimeInference,2.0000000000,13.0000000000,43.8000000000,196.0000000000
11,RegionA,BatchInference,1.0000000000,16.0000000000,54.4000000000,204.0000000000
11,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
11,RegionB,RealTimeInference,3.0000000000,12.0000000000,30.5833333333,189.3333333333
11,RegionB,BatchInference,1.0000000000,23.0000000000,24.9166666667,65.0000000000
11,RegionB,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
11,RegionC,RealTimeInference,3.0000000000,11.0000000000,14.9000000000,107.3333333333
11,RegionC,BatchInference,1.0000000000,10.0000000000,27.1666666667,163.0000000000
11,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
11,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
11,RegionD,BatchInference,4.0000000000,67.0000000000,227.4000000000,219.5000000000
11,RegionD,AITraining,3.0000000000,234.0000000000,568.4333333333,216.0000000000
11,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
11,RegionE,BatchInference,1.0000000000,21.0000000000,65.1000000000,186.0000000000
11,RegionE,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
11,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
11,RegionF,BatchInference,2.0000000000,24.0000000000,29.1333333333,166.5000000000
11,RegionF,AITraining,4.0000000000,238.0000000000,826.0833333333,254.2500000000
12,RegionA,RealTimeInference,2.0000000000,6.0000000000,21.7666666667,210.0000000000
12,RegionA,BatchInference,1.0000000000,16.0000000000,6.4000000000,24.0000000000
12,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
12,RegionB,RealTimeInference,1.0000000000,7.0000000000,2.4500000000,21.0000000000
12,RegionB,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
12,RegionB,AITraining,1.0000000000,119.0000000000,602.9333333333,304.0000000000
12,RegionC,RealTimeInference,2.0000000000,7.0000000000,41.1833333333,341.0000000000
12,RegionC,BatchInference,1.0000000000,17.0000000000,52.7000000000,186.0000000000
12,RegionC,AITraining,1.0000000000,49.0000000000,169.8666666667,208.0000000000
12,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
12,RegionD,BatchInference,1.0000000000,20.0000000000,41.6666666667,125.0000000000
12,RegionD,AITraining,2.0000000000,100.0000000000,385.3166666667,226.5000000000
12,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
12,RegionE,BatchInference,1.0000000000,20.0000000000,106.6666666667,320.0000000000
12,RegionE,AITraining,2.0000000000,107.0000000000,249.4833333333,152.5000000000
12,RegionF,RealTimeInference,2.0000000000,8.0000000000,50.4500000000,328.5000000000
12,RegionF,BatchInference,1.0000000000,17.0000000000,74.2333333333,262.0000000000
12,RegionF,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
13,RegionA,RealTimeInference,2.0000000000,7.0000000000,24.3833333333,231.5000000000
13,RegionA,BatchInference,4.0000000000,56.0000000000,279.5000000000,283.0000000000
13,RegionA,AITraining,1.0000000000,45.0000000000,28.5000000000,38.0000000000
13,RegionB,RealTimeInference,1.0000000000,2.0000000000,11.8666666667,356.0000000000
13,RegionB,BatchInference,2.0000000000,28.0000000000,111.6666666667,243.0000000000
13,RegionB,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
13,RegionC,RealTimeInference,2.0000000000,6.0000000000,24.6000000000,266.5000000000
13,RegionC,BatchInference,2.0000000000,40.0000000000,161.9666666667,238.0000000000
13,RegionC,AITraining,1.0000000000,28.0000000000,13.5333333333,29.0000000000
13,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
13,RegionD,BatchInference,2.0000000000,25.0000000000,149.0833333333,348.5000000000
13,RegionD,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
13,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
13,RegionE,BatchInference,1.0000000000,12.0000000000,68.2000000000,341.0000000000
13,RegionE,AITraining,4.0000000000,281.0000000000,1105.7333333333,248.5000000000
13,RegionF,RealTimeInference,1.0000000000,4.0000000000,13.0666666667,196.0000000000
13,RegionF,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
13,RegionF,AITraining,2.0000000000,219.0000000000,868.5000000000,233.5000000000
14,RegionA,RealTimeInference,4.0000000000,17.0000000000,13.9833333333,74.0000000000
14,RegionA,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
14,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
14,RegionB,RealTimeInference,5.0000000000,21.0000000000,91.9666666667,258.6000000000
14,RegionB,BatchInference,1.0000000000,5.0000000000,28.8333333333,346.0000000000
14,RegionB,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
14,RegionC,RealTimeInference,3.0000000000,15.0000000000,41.1666666667,154.0000000000
14,RegionC,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
14,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
14,RegionD,RealTimeInference,1.0000000000,2.0000000000,7.5000000000,225.0000000000
14,RegionD,BatchInference,1.0000000000,16.0000000000,19.4666666667,73.0000000000
14,RegionD,AITraining,4.0000000000,230.0000000000,817.5000000000,217.0000000000
14,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
14,RegionE,BatchInference,1.0000000000,16.0000000000,10.1333333333,38.0000000000
14,RegionE,AITraining,2.0000000000,147.0000000000,229.8000000000,163.5000000000
14,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
14,RegionF,BatchInference,2.0000000000,22.0000000000,53.8000000000,184.0000000000
14,RegionF,AITraining,1.0000000000,92.0000000000,222.3333333333,145.0000000000
15,RegionA,RealTimeInference,3.0000000000,13.0000000000,49.9000000000,240.6666666667
15,RegionA,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
15,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
15,RegionB,RealTimeInference,7.0000000000,28.0000000000,89.6333333333,144.1428571429
15,RegionB,BatchInference,1.0000000000,7.0000000000,44.8000000000,384.0000000000
15,RegionB,AITraining,1.0000000000,98.0000000000,454.0666666667,278.0000000000
15,RegionC,RealTimeInference,3.0000000000,15.0000000000,58.0000000000,203.0000000000
15,RegionC,BatchInference,3.0000000000,37.0000000000,162.2500000000,242.6666666667
15,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
15,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
15,RegionD,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
15,RegionD,AITraining,4.0000000000,267.0000000000,1073.6166666667,265.5000000000
15,RegionE,RealTimeInference,1.0000000000,3.0000000000,1.7000000000,34.0000000000
15,RegionE,BatchInference,1.0000000000,22.0000000000,50.2333333333,137.0000000000
15,RegionE,AITraining,1.0000000000,65.0000000000,61.7500000000,57.0000000000
15,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
15,RegionF,BatchInference,1.0000000000,23.0000000000,45.2333333333,118.0000000000
15,RegionF,AITraining,2.0000000000,211.0000000000,660.3166666667,185.5000000000
16,RegionA,RealTimeInference,2.0000000000,9.0000000000,33.1000000000,198.5000000000
16,RegionA,BatchInference,3.0000000000,39.0000000000,117.7666666667,225.3333333333
16,RegionA,AITraining,1.0000000000,50.0000000000,91.6666666667,110.0000000000
16,RegionB,RealTimeInference,1.0000000000,1.0000000000,5.2333333333,314.0000000000
16,RegionB,BatchInference,2.0000000000,33.0000000000,90.1000000000,163.0000000000
16,RegionB,AITraining,2.0000000000,118.0000000000,209.3166666667,125.5000000000
16,RegionC,RealTimeInference,5.0000000000,15.0000000000,45.6166666667,220.4000000000
16,RegionC,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
16,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
16,RegionD,RealTimeInference,1.0000000000,6.0000000000,10.2000000000,102.0000000000
16,RegionD,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
16,RegionD,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
16,RegionE,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
16,RegionE,BatchInference,1.0000000000,23.0000000000,87.4000000000,228.0000000000
16,RegionE,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
16,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
16,RegionF,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
16,RegionF,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
17,RegionA,RealTimeInference,2.0000000000,9.0000000000,16.6500000000,208.5000000000
17,RegionA,BatchInference,1.0000000000,19.0000000000,27.5500000000,87.0000000000
17,RegionA,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
17,RegionB,RealTimeInference,3.0000000000,16.0000000000,47.3833333333,201.3333333333
17,RegionB,BatchInference,3.0000000000,42.0000000000,136.7666666667,155.6666666667
17,RegionB,AITraining,1.0000000000,33.0000000000,78.1000000000,142.0000000000
17,RegionC,RealTimeInference,2.0000000000,9.0000000000,25.0500000000,189.0000000000
17,RegionC,BatchInference,1.0000000000,20.0000000000,101.6666666667,305.0000000000
17,RegionC,AITraining,0.0000000000,0.0000000000,0.0000000000,0.0000000000
17,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
17,RegionD,BatchInference,1.0000000000,6.0000000000,5.7000000000,57.0000000000
17,RegionD,AITraining,1.0000000000,87.0000000000,214.6000000000,148.0000000000
17,RegionE,RealTimeInference,1.0000000000,7.0000000000,15.8666666667,136.0000000000
17,RegionE,BatchInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
17,RegionE,AITraining,3.0000000000,213.0000000000,465.0166666667,160.3333333333
17,RegionF,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
17,RegionF,BatchInference,1.0000000000,8.0000000000,23.2000000000,174.0000000000
17,RegionF,AITraining,5.0000000000,365.0000000000,1517.4333333333,232.2000000000
18,RegionA,RealTimeInference,2.0000000000,12.0000000000,33.6500000000,161.5000000000
18,RegionA,BatchInference,2.0000000000,17.0000000000,46.5166666667,152.0000000000
18,RegionA,AITraining,1.0000000000,41.0000000000,269.9166666667,395.0000000000
18,RegionB,RealTimeInference,2.0000000000,11.0000000000,51.6666666667,282.5000000000
18,RegionB,BatchInference,1.0000000000,12.0000000000,40.2000000000,201.0000000000
18,RegionB,AITraining,1.0000000000,109.0000000000,363.3333333333,200.0000000000
18,RegionC,RealTimeInference,3.0000000000,7.0000000000,15.9833333333,142.3333333333
18,RegionC,BatchInference,3.0000000000,48.0000000000,108.4666666667,144.0000000000
18,RegionC,AITraining,1.0000000000,40.0000000000,148.6666666667,223.0000000000
18,RegionD,RealTimeInference,0.0000000000,0.0000000000,0.0000000000,0.0000000000
18,RegionD,BatchInference,1.0000000000,18.0000000000,7.5000000000,25.0000000000
