Hour,Region,PricePeriod,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,AvailableRenewable_MW,NonAI_IT_Load_MW,AbsoluteHour,AI_IT_Load_MW,IT_Load_MW,PUE,Total_Load_MW,Q2Method
39,RegionA,Flat,723.5700000000,0.0000000000,0.5869000000,877.6500000000,279.2650000000,2367,7.2750000000,286.5400000000,1.3500000000,386.8290000000,FIFO_latency_feasible_local_first
40,RegionA,Flat,723.9800000000,0.0000000000,0.5954000000,800.0000000000,252.6773330000,2368,6.8226666667,259.4999996667,1.3500000000,350.3249995500,FIFO_latency_feasible_local_first
41,RegionA,Peak,1050.3400000000,0.0000000000,0.6062000000,722.3500000000,244.0370000000,2369,9.1530000000,253.1900000000,1.3500000000,341.8065000000,FIFO_latency_feasible_local_first
42,RegionA,Peak,1050.9000000000,0.0000000000,0.6188000000,650.0000000000,223.7783330000,2370,21.2016666667,244.9799996667,1.3500000000,330.7229995500,FIFO_latency_feasible_local_first
43,RegionA,Peak,1051.4400000000,0.0000000000,0.6321000000,587.8700000000,211.6813330000,2371,21.4786666667,233.1599996667,1.3500000000,314.7659995500,FIFO_latency_feasible_local_first
44,RegionA,Peak,1051.9800000000,0.0000000000,0.6455000000,540.1900000000,228.3473330000,2372,19.2026666667,247.5499996667,1.3500000000,334.1924995500,FIFO_latency_feasible_local_first
45,RegionA,Peak,1052.4900000000,0.0000000000,0.6580000000,510.2200000000,261.0486670000,2373,15.9013333333,276.9500003333,1.3500000000,373.8825004500,FIFO_latency_feasible_local_first
46,RegionA,Flat,653.5800000000,0.0000000000,0.6687000000,500.0000000000,271.9233330000,2374,18.3066666667,290.2299996667,1.3500000000,391.8104995500,FIFO_latency_feasible_local_first
47,RegionA,Flat,653.8800000000,0.0000000000,0.6771000000,510.2200000000,314.1713330000,2375,17.1186666667,331.2899996667,1.3500000000,447.2414995500,FIFO_latency_feasible_local_first
48,RegionA,Valley,472.4600000000,0.0000000000,0.6825000000,540.1900000000,309.8046670000,2376,14.0353333333,323.8400003333,1.3500000000,437.1840004500,FIFO_latency_feasible_local_first
49,RegionA,Valley,472.6600000000,0.0000000000,0.6846000000,587.8700000000,365.4866670000,2377,15.6033333333,381.0900003333,1.3500000000,514.4715004500,FIFO_latency_feasible_local_first
50,RegionA,Valley,472.8600000000,0.0000000000,0.6833000000,650.0000000000,386.0133330000,2378,14.2066666667,400.2199996667,1.3500000000,540.2969995500,FIFO_latency_feasible_local_first
51,RegionA,Valley,473.0400000000,0.0000000000,0.6787000000,722.3500000000,393.1773330000,2379,10.0226666667,403.1999996667,1.3500000000,544.3199995500,FIFO_latency_feasible_local_first
52,RegionA,Valley,473.2200000000,0.0000000000,0.6712000000,800.0000000000,376.7273330000,2380,26.4726666667,403.1999996667,1.3500000000,544.3199995500,FIFO_latency_feasible_local_first
53,RegionA,Valley,473.3900000000,0.0000000000,0.6612000000,877.6500000000,374.4486670000,2381,28.7513333333,403.2000003333,1.3500000000,544.3200004500,FIFO_latency_feasible_local_first
54,RegionA,Valley,473.5500000000,0.0000000000,0.6496000000,950.0000000000,376.8520000000,2382,26.3480000000,403.2000000000,1.3500000000,544.3200000000,FIFO_latency_feasible_local_first
55,RegionA,Flat,728.7800000000,0.0000000000,0.6370000000,1012.1300000000,391.7786670000,2383,11.4213333333,403.2000003333,1.3500000000,544.3200004500,FIFO_latency_feasible_local_first
56,RegionA,Flat,729.0000000000,0.0000000000,0.6245000000,1059.8100000000,394.5553330000,2384,8.6446666667,403.1999996667,1.3500000000,544.3199995500,FIFO_latency_feasible_local_first
57,RegionA,Flat,729.2000000000,0.0000000000,0.6128000000,1089.7800000000,397.4733330000,2385,5.7266666667,403.1999996667,1.3500000000,544.3199995500,FIFO_latency_feasible_local_first
58,RegionA,Flat,729.4000000000,0.0000000000,0.6027000000,1100.0000000000,396.8240000000,2386,6.3760000000,403.2000000000,1.3500000000,544.3200000000,FIFO_latency_feasible_local_first
59,RegionA,Flat,729.5700000000,0.0000000000,0.5950000000,1089.7800000000,369.5850000000,2387,5.5350000000,375.1200000000,1.3500000000,506.4120000000,FIFO_latency_feasible_local_first
60,RegionA,Flat,729.7400000000,0.0000000000,0.5902000000,1059.8100000000,342.4593330000,2388,28.6306666667,371.0899996667,1.3500000000,500.9714995500,FIFO_latency_feasible_local_first
61,RegionA,Flat,729.8900000000,0.0000000000,0.5887000000,1012.1300000000,315.1733330000,2389,13.7466666667,328.9199996667,1.3500000000,444.0419995500,FIFO_latency_feasible_local_first
62,RegionA,Flat,730.0200000000,0.0000000000,0.5905000000,950.0000000000,303.7700000000,2390,13.2500000000,317.0200000000,1.3500000000,427.9770000000,FIFO_latency_feasible_local_first
63,RegionA,Flat,730.1400000000,0.0000000000,0.5955000000,877.6500000000,261.0856670000,2391,23.5853333333,284.6710003333,1.3500000000,384.3058504500,FIFO_latency_feasible_local_first
64,RegionA,Flat,730.2400000000,0.0000000000,0.6035000000,800.0000000000,246.1323330000,2392,15.3126666667,261.4449996667,1.3500000000,352.9507495500,FIFO_latency_feasible_local_first
65,RegionA,Peak,1058.9800000000,0.0000000000,0.6138000000,722.3500000000,205.5583330000,2393,15.4016666667,220.9599996667,1.3500000000,298.2959995500,FIFO_latency_feasible_local_first
66,RegionA,Peak,1059.0900000000,0.0000000000,0.6258000000,650.0000000000,216.9636670000,2394,13.5563333333,230.5200003333,1.3500000000,311.2020004500,FIFO_latency_feasible_local_first
67,RegionA,Peak,1059.1700000000,0.0000000000,0.6386000000,587.8700000000,224.5660000000,2395,9.5240000000,234.0900000000,1.3500000000,316.0215000000,FIFO_latency_feasible_local_first
68,RegionA,Peak,1059.2300000000,0.0000000000,0.6514000000,540.1900000000,219.6760000000,2396,23.4340000000,243.1100000000,1.3500000000,328.1985000000,FIFO_latency_feasible_local_first
69,RegionA,Peak,1059.2700000000,0.0000000000,0.6633000000,510.2200000000,207.5086670000,2397,49.7613333333,257.2700003333,1.3500000000,347.3145004500,FIFO_latency_feasible_local_first
70,RegionA,Flat,657.4900000000,0.0000000000,0.6735000000,500.0000000000,260.8906670000,2398,43.6593333333,304.5500003333,1.3500000000,411.1425004500,FIFO_latency_feasible_local_first
71,RegionA,Flat,657.4900000000,0.0000000000,0.6812000000,510.2200000000,302.2800000000,2399,22.1400000000,324.4200000000,1.3500000000,437.9670000000,FIFO_latency_feasible_local_first
0,RegionB,Valley,440.3000000000,0.0000000000,0.6112000000,540.1900000000,329.5996670000,2328,20.3600000000,349.9596670000,1.3500000000,472.4455504500,FIFO_latency_feasible_local_first
1,RegionB,Valley,440.5000000000,0.0000000000,0.6132000000,587.8700000000,349.9616670000,2329,22.6000000000,372.5616670000,1.3500000000,502.9582504500,FIFO_latency_feasible_local_first
2,RegionB,Valley,440.7100000000,0.0000000000,0.6121000000,650.0000000000,354.2093330000,2330,37.1906666667,391.3999996667,1.3500000000,528.3899995500,FIFO_latency_feasible_local_first
3,RegionB,Valley,440.9200000000,0.0000000000,0.6079000000,722.3500000000,352.7773330000,2331,38.6226666667,391.3999996667,1.3500000000,528.3899995500,FIFO_latency_feasible_local_first
4,RegionB,Valley,441.1400000000,0.0000000000,0.6010000000,800.0000000000,339.1006670000,2332,53.5293333333,392.6300003333,1.3500000000,530.0505004500,FIFO_latency_feasible_local_first
5,RegionB,Valley,441.3700000000,0.0000000000,0.5919000000,877.6500000000,346.7413330000,2333,46.8586666667,393.5999996667,1.3500000000,531.3599995500,FIFO_latency_feasible_local_first
6,RegionB,Valley,441.6100000000,0.0000000000,0.5812000000,950.0000000000,364.8793330000,2334,28.7206666667,393.5999996667,1.3500000000,531.3599995500,FIFO_latency_feasible_local_first
7,RegionB,Flat,679.7600000000,0.0000000000,0.5697000000,1012.1300000000,346.4893330000,2335,47.1106666667,393.5999996667,1.3500000000,531.3599995500,FIFO_latency_feasible_local_first
8,RegionB,Flat,680.1400000000,0.0000000000,0.5582000000,1059.8100000000,358.4623330000,2336,33.0376666667,391.4999996667,1.3500000000,528.5249995500,FIFO_latency_feasible_local_first
9,RegionB,Flat,680.5300000000,0.0000000000,0.5475000000,1089.7800000000,379.0433330000,2337,15.6766666667,394.7199996667,1.3500000000,532.8719995500,FIFO_latency_feasible_local_first
10,RegionB,Flat,680.9200000000,0.0000000000,0.5385000000,1100.0000000000,378.1320000000,2338,16.4480000000,394.5800000000,1.3500000000,532.6830000000,FIFO_latency_feasible_local_first
11,RegionB,Flat,681.3200000000,0.0000000000,0.5317000000,1089.7800000000,372.8233330000,2339,20.7766666667,393.5999996667,1.3500000000,531.3599995500,FIFO_latency_feasible_local_first
12,RegionB,Flat,681.7300000000,0.0000000000,0.5276000000,1059.8100000000,322.6046670000,2340,20.9213333333,343.5260003333,1.3500000000,463.7601004500,FIFO_latency_feasible_local_first
13,RegionB,Flat,682.1500000000,0.0000000000,0.5266000000,1012.1300000000,323.3373330000,2341,20.4976666667,343.8349996667,1.3500000000,464.1772495500,FIFO_latency_feasible_local_first
14,RegionB,Flat,682.5700000000,0.0000000000,0.5288000000,950.0000000000,276.1840000000,2342,31.6520000000,307.8360000000,1.3500000000,415.5786000000,FIFO_latency_feasible_local_first
15,RegionB,Flat,682.9900000000,0.0000000000,0.5341000000,877.6500000000,242.6993330000,2343,25.1106666667,267.8099996667,1.3500000000,361.5434995500,FIFO_latency_feasible_local_first
16,RegionB,Flat,683.4200000000,0.0000000000,0.5421000000,800.0000000000,238.4366670000,2344,27.8233333333,266.2600003333,1.3500000000,359.4510004500,FIFO_latency_feasible_local_first
17,RegionB,Peak,991.5900000000,0.0000000000,0.5523000000,722.3500000000,219.4903330000,2345,25.4396666667,244.9299996667,1.3500000000,330.6554995500,FIFO_latency_feasible_local_first
18,RegionB,Peak,992.2300000000,0.0000000000,0.5641000000,650.0000000000,184.2533330000,2346,53.5866666667,237.8399996667,1.3500000000,321.0839995500,FIFO_latency_feasible_local_first
19,RegionB,Peak,992.8700000000,0.0000000000,0.5768000000,587.8700000000,202.8813330000,2347,37.4986666667,240.3799996667,1.3500000000,324.5129995500,FIFO_latency_feasible_local_first
20,RegionB,Peak,993.5100000000,0.0000000000,0.5894000000,540.1900000000,200.0480000000,2348,24.4120000000,224.4600000000,1.3500000000,303.0210000000,FIFO_latency_feasible_local_first
21,RegionB,Peak,994.1600000000,0.0000000000,0.6013000000,510.2200000000,242.9640000000,2349,25.3760000000,268.3400000000,1.3500000000,362.2590000000,FIFO_latency_feasible_local_first
22,RegionB,Flat,617.4700000000,0.0000000000,0.6115000000,500.0000000000,267.6920000000,2350,12.8680000000,280.5600000000,1.3500000000,378.7560000000,FIFO_latency_feasible_local_first
23,RegionB,Flat,617.8700000000,0.0000000000,0.6195000000,510.2200000000,311.7866670000,2351,8.2133333333,320.0000003333,1.3500000000,432.0000004500,FIFO_latency_feasible_local_first
24,RegionB,Valley,446.5300000000,0.0000000000,0.6248000000,540.1900000000,331.2233330000,2352,9.8366666667,341.0599996667,1.3500000000,460.4309995500,FIFO_latency_feasible_local_first
25,RegionB,Valley,446.8200000000,0.0000000000,0.6271000000,587.8700000000,385.6310000000,2353,7.9690000000,393.6000000000,1.3500000000,531.3600000000,FIFO_latency_feasible_local_first
26,RegionB,Valley,447.1200000000,0.0000000000,0.6261000000,650.0000000000,384.5666670000,2354,9.0333333333,393.6000003333,1.3500000000,531.3600004500,FIFO_latency_feasible_local_first
27,RegionB,Valley,447.4100000000,0.0000000000,0.6221000000,722.3500000000,381.8070000000,2355,11.7930000000,393.6000000000,1.3500000000,531.3600000000,FIFO_latency_feasible_local_first
28,RegionB,Valley,447.7000000000,0.0000000000,0.6154000000,800.0000000000,381.0333330000,2356,12.5666666667,393.5999996667,1.3500000000,531.3599995500,FIFO_latency_feasible_local_first
29,RegionB,Valley,447.9900000000,0.0000000000,0.6064000000,877.6500000000,378.8783330000,2357,14.7216666667,393.5999996667,1.3500000000,531.3599995500,FIFO_latency_feasible_local_first
30,RegionB,Valley,448.2700000000,0.0000000000,0.5959000000,950.0000000000,381.2360000000,2358,12.3640000000,393.6000000000,1.3500000000,531.3600000000,FIFO_latency_feasible_local_first
31,RegionB,Flat,690.0900000000,0.0000000000,0.5845000000,1012.1300000000,380.1606670000,2359,13.4393333333,393.6000003333,1.3500000000,531.3600004500,FIFO_latency_feasible_local_first
32,RegionB,Flat,690.5300000000,0.0000000000,0.5731000000,1059.8100000000,379.8506670000,2360,13.7493333333,393.6000003333,1.3500000000,531.3600004500,FIFO_latency_feasible_local_first
33,RegionB,Flat,690.9600000000,0.0000000000,0.5625000000,1089.7800000000,350.2113330000,2361,43.3886666667,393.5999996667,1.3500000000,531.3599995500,FIFO_latency_feasible_local_first
34,RegionB,Flat,691.3800000000,0.0000000000,0.5535000000,1100.0000000000,365.4543330000,2362,28.1456666667,393.5999996667,1.3500000000,531.3599995500,FIFO_latency_feasible_local_first
35,RegionB,Flat,691.8000000000,0.0000000000,0.5468000000,1089.7800000000,362.7906670000,2363,24.0093333333,386.8000003333,1.3500000000,522.1800004500,FIFO_latency_feasible_local_first
36,RegionB,Flat,692.2200000000,0.0000000000,0.5427000000,1059.8100000000,330.5920000000,2364,17.9680000000,348.5600000000,1.3500000000,470.5560000000,FIFO_latency_feasible_local_first
37,RegionB,Flat,692.6300000000,0.0000000000,0.5417000000,1012.1300000000,298.3550000000,2365,28.7520000000,327.1070000000,1.3500000000,441.5944500000,FIFO_latency_feasible_local_first
38,RegionB,Flat,693.0300000000,0.0000000000,0.5439000000,950.0000000000,280.8883330000,2366,28.3276666667,309.2159996667,1.3500000000,417.4415995500,FIFO_latency_feasible_local_first
39,RegionB,Flat,693.4200000000,0.0000000000,0.5491000000,877.6500000000,256.3330000000,2367,34.4170000000,290.7500000000,1.3500000000,392.5125000000,FIFO_latency_feasible_local_first
40,RegionB,Flat,693.8100000000,0.0000000000,0.5570000000,800.0000000000,200.6893330000,2368,37.6306666667,238.3199996667,1.3500000000,321.7319995500,FIFO_latency_feasible_local_first
41,RegionB,Peak,1006.5700000000,0.0000000000,0.5671000000,722.3500000000,190.8946670000,2369,34.9653333333,225.8600003333,1.3500000000,304.9110004500,FIFO_latency_feasible_local_first
42,RegionB,Peak,1007.1100000000,0.0000000000,0.5788000000,650.0000000000,178.5946670000,2370,34.6853333333,213.2800003333,1.3500000000,287.9280004500,FIFO_latency_feasible_local_first
43,RegionB,Peak,1007.6300000000,0.0000000000,0.5913000000,587.8700000000,191.3273330000,2371,26.5226666667,217.8499996667,1.3500000000,294.0974995500,FIFO_latency_feasible_local_first
44,RegionB,Peak,1008.1400000000,0.0000000000,0.6038000000,540.1900000000,232.9260000000,2372,28.0040000000,260.9300000000,1.3500000000,352.2555000000,FIFO_latency_feasible_local_first
45,RegionB,Peak,1008.6400000000,0.0000000000,0.6155000000,510.2200000000,237.5366670000,2373,24.2933333333,261.8300003333,1.3500000000,353.4705004500,FIFO_latency_feasible_local_first
46,RegionB,Flat,626.3500000000,0.0000000000,0.6256000000,500.0000000000,296.9360000000,2374,14.0240000000,310.9600000000,1.3500000000,419.7960000000,FIFO_latency_feasible_local_first
47,RegionB,Flat,626.6400000000,0.0000000000,0.6334000000,510.2200000000,282.9753330000,2375,29.4746666667,312.4499996667,1.3500000000,421.8074995500,FIFO_latency_feasible_local_first
48,RegionB,Valley,452.7700000000,0.0000000000,0.6384000000,540.1900000000,326.3646670000,2376,27.0853333333,353.4500003333,1.3500000000,477.1575004500,FIFO_latency_feasible_local_first
49,RegionB,Valley,452.9700000000,0.0000000000,0.6404000000,587.8700000000,352.3613330000,2377,25.9586666667,378.3199996667,1.3500000000,510.7319995500,FIFO_latency_feasible_local_first
50,RegionB,Valley,453.1500000000,0.0000000000,0.6392000000,650.0000000000,382.8506670000,2378,10.7493333333,393.6000003333,1.3500000000,531.3600004500,FIFO_latency_feasible_local_first
51,RegionB,Valley,453.3300000000,0.0000000000,0.6349000000,722.3500000000,383.3320000000,2379,10.2680000000,393.6000000000,1.3500000000,531.3600000000,FIFO_latency_feasible_local_first
52,RegionB,Valley,453.5000000000,0.0000000000,0.6279000000,800.0000000000,361.2666670000,2380,32.3333333333,393.6000003333,1.3500000000,531.3600004500,FIFO_latency_feasible_local_first
53,RegionB,Valley,453.6700000000,0.0000000000,0.6186000000,877.6500000000,353.5386670000,2381,40.0613333333,393.6000003333,1.3500000000,531.3600004500,FIFO_latency_feasible_local_first
54,RegionB,Valley,453.8200000000,0.0000000000,0.6077000000,950.0000000000,357.0840000000,2382,36.5160000000,393.6000000000,1.3500000000,531.3600000000,FIFO_latency_feasible_local_first
55,RegionB,Flat,698.4100000000,0.0000000000,0.5959000000,1012.1300000000,367.3306670000,2383,26.2693333333,393.6000003333,1.3500000000,531.3600004500,FIFO_latency_feasible_local_first
56,RegionB,Flat,698.6200000000,0.0000000000,0.5842000000,1059.8100000000,363.4200000000,2384,30.1800000000,393.6000000000,1.3500000000,531.3600000000,FIFO_latency_feasible_local_first
57,RegionB,Flat,698.8200000000,0.0000000000,0.5732000000,1089.7800000000,361.1400000000,2385,32.4600000000,393.6000000000,1.3500000000,531.3600000000,FIFO_latency_feasible_local_first
58,RegionB,Flat,699.0100000000,0.0000000000,0.5638000000,1100.0000000000,348.6093330000,2386,44.9906666667,393.5999996667,1.3500000000,531.3599995500,FIFO_latency_feasible_local_first
59,RegionB,Flat,699.1800000000,0.0000000000,0.5566000000,1089.7800000000,357.3126670000,2387,36.2873333333,393.6000003333,1.3500000000,531.3600004500,FIFO_latency_feasible_local_first
60,RegionB,Flat,699.3300000000,0.0000000000,0.5521000000,1059.8100000000,309.8926670000,2388,33.7373333333,343.6300003333,1.3500000000,463.9005004500,FIFO_latency_feasible_local_first
61,RegionB,Flat,699.4700000000,0.0000000000,0.5507000000,1012.1300000000,312.1226670000,2389,29.1783333333,341.3010003333,1.3500000000,460.7563504500,FIFO_latency_feasible_local_first
62,RegionB,Flat,699.6000000000,0.0000000000,0.5524000000,950.0000000000,283.5113330000,2390,21.7886666667,305.2999996667,1.3500000000,412.1549995500,FIFO_latency_feasible_local_first
63,RegionB,Flat,699.7200000000,0.0000000000,0.5571000000,877.6500000000,267.3846670000,2391,23.7033333333,291.0880003333,1.3500000000,392.9688004500,FIFO_latency_feasible_local_first
64,RegionB,Flat,699.8200000000,0.0000000000,0.5645000000,800.0000000000,246.2640000000,2392,15.1600000000,261.4240000000,1.3500000000,352.9224000000,FIFO_latency_feasible_local_first
65,RegionB,Peak,1014.8600000000,0.0000000000,0.5742000000,722.3500000000,186.7613330000,2393,13.7186666667,200.4799996667,1.3500000000,270.6479995500,FIFO_latency_feasible_local_first
66,RegionB,Peak,1014.9600000000,0.0000000000,0.5854000000,650.0000000000,204.9200000000,2394,20.0400000000,224.9600000000,1.3500000000,303.6960000000,FIFO_latency_feasible_local_first
67,RegionB,Peak,1015.0400000000,0.0000000000,0.5974000000,587.8700000000,193.2233330000,2395,35.3066666667,228.5299996667,1.3500000000,308.5154995500,FIFO_latency_feasible_local_first
68,RegionB,Peak,1015.1000000000,0.0000000000,0.6094000000,540.1900000000,192.4226670000,2396,32.7173333333,225.1400003333,1.3500000000,303.9390004500,FIFO_latency_feasible_local_first
69,RegionB,Peak,1015.1400000000,0.0000000000,0.6205000000,510.2200000000,240.4346670000,2397,20.4053333333,260.8400003333,1.3500000000,352.1340004500,FIFO_latency_feasible_local_first
70,RegionB,Flat,630.1000000000,0.0000000000,0.6300000000,500.0000000000,273.0810000000,2398,20.2390000000,293.3200000000,1.3500000000,395.9820000000,FIFO_latency_feasible_local_first
71,RegionB,Flat,630.1000000000,0.0000000000,0.6373000000,510.2200000000,283.8833330000,2399,21.0766666667,304.9599996667,1.3500000000,411.6959995500,FIFO_latency_feasible_local_first
0,RegionC,Valley,427.5400000000,0.0000000000,0.5796000000,540.1900000000,327.3393330000,2328,0.8000000000,328.1393330000,1.3800000000,452.8322795400,FIFO_latency_feasible_local_first
1,RegionC,Valley,427.7300000000,0.0000000000,0.5815000000,587.8700000000,365.0203330000,2329,3.1600000000,368.1803330000,1.3800000000,508.0888595400,FIFO_latency_feasible_local_first
