Hour,Region,AvailableRenewable_MW,Total_Load_MW,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,ChargePower_MW,DischargePower_MW,SOC_MWh,RenewableToLoad_MW,RenewableCharge_MW,GridCharge_MW,GridPurchase_MW,GridLoadPurchase_MW,GridSell_MW,Curtailment_MW,NetGridImport_MW,GridEnergyForCost_MW,ChargeMode,Evaluation,Scenario,WindowStart_h,Method
16,RegionA,800.000000000000,334.043999550045,727.140000000000,0.000000000000,0.595400000000,0.000000000000,0.000000000000,157.500000000000,334.043999550045,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,465.956000449955,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
17,RegionA,722.350000000000,316.912499550045,1054.920000000000,0.000000000000,0.606200000000,0.000000000000,0.000000000000,157.500000000000,316.912499550045,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,405.437500449955,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
18,RegionA,650.000000000000,299.443499550045,1055.490000000000,0.000000000000,0.618800000000,0.000000000000,0.000000000000,157.500000000000,299.443499550045,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,350.556500449955,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
19,RegionA,587.870000000000,386.491499550045,1056.030000000000,0.000000000000,0.632100000000,0.000000000000,0.000000000000,157.500000000000,386.491499550045,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,201.378500449955,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
20,RegionA,540.190000000000,330.884999550045,1056.560000000000,0.000000000000,0.645500000000,0.000000000000,0.000000000000,157.500000000000,330.884999550045,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,209.305000449955,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
21,RegionA,510.220000000000,376.123500000000,1057.080000000000,0.000000000000,0.658000000000,0.000000000000,0.000000000000,157.500000000000,376.123500000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,134.096500000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
22,RegionA,500.000000000000,388.003499550045,656.430000000000,0.000000000000,0.668700000000,0.000000000000,0.000000000000,157.500000000000,388.003499550045,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,111.996500449955,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
23,RegionA,510.220000000000,408.928499550045,656.730000000000,0.000000000000,0.677100000000,0.000000000000,0.000000000000,157.500000000000,408.928499550045,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,101.291500449955,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
24,RegionA,540.190000000000,478.156500449955,474.520000000000,0.000000000000,0.682500000000,0.000000000000,0.000000000000,157.500000000000,478.156500449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,62.033499550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
25,RegionA,587.870000000000,495.679499550045,474.720000000000,0.000000000000,0.684600000000,0.000000000000,0.000000000000,157.500000000000,495.679499550045,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,92.190500449955,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
26,RegionA,650.000000000000,544.320000449955,474.910000000000,0.000000000000,0.683300000000,0.000000000000,0.000000000000,157.500000000000,544.320000449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,105.679999550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
27,RegionA,722.350000000000,544.320000000000,475.100000000000,0.000000000000,0.678700000000,0.000000000000,0.000000000000,157.500000000000,544.320000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,178.030000000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
28,RegionA,800.000000000000,544.320000000000,475.280000000000,0.000000000000,0.671200000000,0.000000000000,0.000000000000,157.500000000000,544.320000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,255.680000000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
29,RegionA,877.650000000000,544.319999550045,475.450000000000,0.000000000000,0.661200000000,0.000000000000,0.000000000000,157.500000000000,544.319999550045,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,333.330000449955,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
30,RegionA,950.000000000000,544.320000449955,475.610000000000,0.000000000000,0.649600000000,0.000000000000,0.000000000000,157.500000000000,544.320000449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,405.679999550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
31,RegionA,1012.130000000000,544.319999550045,731.940000000000,0.000000000000,0.637000000000,0.000000000000,0.000000000000,157.500000000000,544.319999550045,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,467.810000449955,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
32,RegionA,1059.810000000000,544.320000449955,732.160000000000,0.000000000000,0.624500000000,0.000000000000,0.000000000000,157.500000000000,544.320000449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,515.489999550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
33,RegionA,1089.780000000000,544.320000000000,732.370000000000,0.000000000000,0.612800000000,0.000000000000,0.000000000000,157.500000000000,544.320000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,545.460000000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
34,RegionA,1100.000000000000,535.612499550045,732.560000000000,0.000000000000,0.602700000000,0.000000000000,0.000000000000,157.500000000000,535.612499550045,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,564.387500449955,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
35,RegionA,1089.780000000000,516.429000449955,732.740000000000,0.000000000000,0.595000000000,0.000000000000,0.000000000000,157.500000000000,516.429000449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,573.350999550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
36,RegionA,1059.810000000000,464.197500000000,732.900000000000,0.000000000000,0.590200000000,0.000000000000,0.000000000000,157.500000000000,464.197500000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,595.612500000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
37,RegionA,1012.130000000000,439.101000449955,733.050000000000,0.000000000000,0.588700000000,0.000000000000,0.000000000000,157.500000000000,439.101000449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,573.028999550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
38,RegionA,950.000000000000,422.420400000000,733.180000000000,0.000000000000,0.590500000000,0.000000000000,0.000000000000,157.500000000000,422.420400000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,527.579600000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
39,RegionA,877.650000000000,401.130900449955,733.300000000000,0.000000000000,0.595500000000,0.000000000000,0.000000000000,157.500000000000,401.130900449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,476.519099550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
40,RegionA,800.000000000000,375.205499550045,733.400000000000,0.000000000000,0.603500000000,0.000000000000,0.000000000000,157.500000000000,375.205499550045,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,424.794500449955,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
41,RegionA,722.350000000000,328.900500449955,1063.560000000000,0.000000000000,0.613800000000,0.000000000000,0.000000000000,157.500000000000,328.900500449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,393.449499550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
42,RegionA,650.000000000000,289.993500449955,1063.670000000000,0.000000000000,0.625800000000,0.000000000000,0.000000000000,157.500000000000,289.993500449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,360.006499550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
43,RegionA,587.870000000000,297.324000000000,1063.750000000000,0.000000000000,0.638600000000,0.000000000000,0.000000000000,157.500000000000,297.324000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,290.546000000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
44,RegionA,540.190000000000,346.342500000000,1063.820000000000,0.000000000000,0.651400000000,0.000000000000,0.000000000000,157.500000000000,346.342500000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,193.847500000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
45,RegionA,510.220000000000,327.847500449955,1063.860000000000,0.000000000000,0.663300000000,0.000000000000,0.000000000000,157.500000000000,327.847500449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,182.372499550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
46,RegionA,500.000000000000,416.920499550045,660.340000000000,0.000000000000,0.673500000000,0.000000000000,0.000000000000,157.500000000000,416.920499550045,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,83.079500449955,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
47,RegionA,510.220000000000,442.746000000000,660.330000000000,0.000000000000,0.681200000000,0.000000000000,0.000000000000,157.500000000000,442.746000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,67.474000000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
48,RegionA,540.190000000000,472.041000449955,476.900000000000,0.000000000000,0.686000000000,0.000000000000,0.000000000000,157.500000000000,472.041000449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,68.148999550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
49,RegionA,587.870000000000,530.401500449955,476.880000000000,0.000000000000,0.687600000000,0.000000000000,0.000000000000,157.500000000000,530.401500449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,57.468499550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
50,RegionA,650.000000000000,544.320000000000,476.850000000000,0.000000000000,0.685700000000,0.000000000000,0.000000000000,157.500000000000,544.320000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,105.680000000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
51,RegionA,722.350000000000,544.320000000000,476.810000000000,0.000000000000,0.680500000000,0.000000000000,0.000000000000,157.500000000000,544.320000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,178.030000000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
52,RegionA,800.000000000000,544.320000449955,476.760000000000,0.000000000000,0.672400000000,0.000000000000,0.000000000000,157.500000000000,544.320000449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,255.679999550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
53,RegionA,877.650000000000,544.320000000000,476.700000000000,0.000000000000,0.661800000000,0.000000000000,0.000000000000,157.500000000000,544.320000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,333.330000000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
54,RegionA,950.000000000000,544.319999550045,476.630000000000,0.000000000000,0.649600000000,0.000000000000,0.000000000000,157.500000000000,544.319999550045,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,405.680000449955,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
55,RegionA,1012.130000000000,544.320000449955,733.160000000000,0.000000000000,0.636400000000,0.000000000000,0.000000000000,157.500000000000,544.320000449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,467.809999550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
56,RegionA,1059.810000000000,544.320000000000,733.030000000000,0.000000000000,0.623300000000,0.000000000000,0.000000000000,157.500000000000,544.320000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,515.490000000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
57,RegionA,1089.780000000000,544.320000000000,732.890000000000,0.000000000000,0.610900000000,0.000000000000,0.000000000000,157.500000000000,544.320000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,545.460000000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
58,RegionA,1100.000000000000,544.320000000000,732.740000000000,0.000000000000,0.600300000000,0.000000000000,0.000000000000,157.500000000000,544.320000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,555.680000000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
59,RegionA,1089.780000000000,487.755000449955,732.570000000000,0.000000000000,0.592000000000,0.000000000000,0.000000000000,157.500000000000,487.755000449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,602.024999550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
60,RegionA,1059.810000000000,469.259999550045,732.390000000000,0.000000000000,0.586600000000,0.000000000000,0.000000000000,157.500000000000,469.259999550045,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,590.550000449955,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
61,RegionA,1012.130000000000,465.237000449955,732.190000000000,0.000000000000,0.584500000000,0.000000000000,0.000000000000,157.500000000000,465.237000449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,546.892999550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
62,RegionA,950.000000000000,444.097350000000,731.990000000000,0.000000000000,0.585700000000,0.000000000000,0.000000000000,157.500000000000,444.097350000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,505.902650000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
63,RegionA,877.650000000000,414.715950449955,731.770000000000,0.000000000000,0.590200000000,0.000000000000,0.000000000000,157.500000000000,414.715950449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,462.934049550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
64,RegionA,800.000000000000,328.714200000000,731.550000000000,0.000000000000,0.597600000000,0.000000000000,0.000000000000,157.500000000000,328.714200000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,471.285800000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
65,RegionA,722.350000000000,330.750000449955,1060.400000000000,0.000000000000,0.607300000000,0.000000000000,0.000000000000,157.500000000000,330.750000449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,391.599999550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
66,RegionA,650.000000000000,307.138499550045,1060.050000000000,0.000000000000,0.618800000000,0.000000000000,0.000000000000,157.500000000000,307.138499550045,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,342.861500449955,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
67,RegionA,587.870000000000,262.831500000000,1059.680000000000,0.000000000000,0.631000000000,0.000000000000,0.000000000000,157.500000000000,262.831500000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,325.038500000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
68,RegionA,540.190000000000,341.469000449955,1059.290000000000,0.000000000000,0.643300000000,0.000000000000,0.000000000000,157.500000000000,341.469000449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,198.720999550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
69,RegionA,510.220000000000,339.322500000000,1058.900000000000,0.000000000000,0.654700000000,0.000000000000,0.000000000000,157.500000000000,339.322500000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,170.897500000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
70,RegionA,500.000000000000,359.950499550045,656.990000000000,0.000000000000,0.664400000000,0.000000000000,0.000000000000,157.500000000000,359.950499550045,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,140.049500449955,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
71,RegionA,510.220000000000,470.083500449955,656.730000000000,0.000000000000,0.671600000000,0.000000000000,0.000000000000,157.500000000000,470.083500449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,40.136499550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
72,RegionA,540.190000000000,459.000000449955,474.120000000000,0.000000000000,0.676000000000,0.000000000000,0.000000000000,157.500000000000,459.000000449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,81.189999550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
73,RegionA,587.870000000000,531.495000000000,473.920000000000,0.000000000000,0.677000000000,0.000000000000,0.000000000000,157.500000000000,531.495000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,56.375000000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
74,RegionA,650.000000000000,544.320000449955,473.720000000000,0.000000000000,0.674700000000,0.000000000000,0.000000000000,157.500000000000,544.320000449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,105.679999550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
75,RegionA,722.350000000000,544.320000000000,473.510000000000,0.000000000000,0.669100000000,0.000000000000,0.000000000000,157.500000000000,544.320000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,178.030000000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
76,RegionA,800.000000000000,544.320000000000,473.310000000000,0.000000000000,0.660600000000,0.000000000000,0.000000000000,157.500000000000,544.320000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,255.680000000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
77,RegionA,877.650000000000,544.320000000000,473.100000000000,0.000000000000,0.649600000000,0.000000000000,0.000000000000,157.500000000000,544.320000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,333.330000000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
78,RegionA,950.000000000000,544.320000449955,472.880000000000,0.000000000000,0.637000000000,0.000000000000,0.000000000000,157.500000000000,544.320000449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,405.679999550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
79,RegionA,1012.130000000000,544.319999550045,727.180000000000,0.000000000000,0.623500000000,0.000000000000,0.000000000000,157.500000000000,544.319999550045,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,467.810000449955,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
80,RegionA,1059.810000000000,544.320000449955,726.850000000000,0.000000000000,0.609900000000,0.000000000000,0.000000000000,157.500000000000,544.320000449955,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,515.489999550045,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
81,RegionA,1089.780000000000,544.319999550045,726.510000000000,0.000000000000,0.597300000000,0.000000000000,0.000000000000,157.500000000000,544.319999550045,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,545.460000449955,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
82,RegionA,1100.000000000000,544.320000000000,726.180000000000,0.000000000000,0.586300000000,0.000000000000,0.000000000000,157.500000000000,544.320000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,555.680000000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
83,RegionA,1089.780000000000,527.364000000000,725.840000000000,0.000000000000,0.577700000000,0.000000000000,0.000000000000,157.500000000000,527.364000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,562.416000000000,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
84,RegionA,1059.810000000000,499.256999550045,725.500000000000,0.000000000000,0.572100000000,0.000000000000,0.000000000000,157.500000000000,499.256999550045,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,560.553000449955,0.000000000000,0.000000000000,0,full_cycle_baseline_reference,observed,0,no_storage_renewable_first
