TaskID,TaskType,ArrivalHour,OldRegion,NewRegion,OldStartMinute,NewStartMinute,OldLatency_ms,NewLatency_ms,OldMarginalCost_CNY,NewMarginalCost_CNY,OldMarginalCarbon_tCO2,NewMarginalCarbon_tCO2,ObjectiveGain
31516,BatchInference,9,RegionD,RegionE,540,540,5.0,22.0,896.9356800000164,774.0757500000135,0.8412364799999956,0.43035000000000895,1.5089758499999495
37109,AITraining,8,RegionD,RegionE,480,480,5.0,22.0,1419.2491178666717,1224.8183999999878,1.3627050666666392,0.6971293333333257,2.5978856511999373
13879,BatchInference,11,RegionF,RegionE,660,660,5.0,18.0,443.3485333333205,414.5483333333368,0.2697734000000088,0.2246833333333409,0.013293799999988698
25044,AITraining,12,RegionB,RegionC,720,720,5.0,14.0,91189.00123199726,90513.45708160021,71.2568001599998,69.07364710399825,9.417860374403176
9483,AITraining,13,RegionF,RegionE,780,1380,5.0,18.0,47088.385579199836,30098.145000000022,27.647444832000318,26.714688000001505,11.433368657195047
4020,AITraining,17,RegionF,RegionE,1020,1320,5.0,18.0,59759.14896000094,30141.97500000023,28.939540799999804,25.66500000000096,37.89013715999607
14921,AITraining,17,RegionF,RegionE,1020,1020,5.0,18.0,59097.593090666385,55258.68133333336,26.489663386667154,22.06061666666717,21.2807653039996
16661,AITraining,15,RegionB,RegionC,900,2100,5.0,14.0,85872.69835199838,68386.73506559868,55.59754031999963,52.624372416001584,11.35261090239186
6016,AITraining,15,RegionD,RegionF,900,900,5.0,25.0,42458.8050432011,39188.309126399254,33.789149184000784,20.75267376000122,55.08380561280009
12976,AITraining,14,RegionD,RegionF,840,840,5.0,25.0,44326.918826667505,40912.16303199963,33.91296341333366,20.829698413334068,55.41548912799955
47834,AITraining,15,RegionD,RegionF,900,900,5.0,25.0,34485.45280000043,31828.90926559957,25.671906304000302,15.767729704000768,41.948941934398974
45050,AITraining,15,RegionF,RegionE,900,1320,5.0,18.0,23616.38873359944,16125.625199999145,12.874026576000784,12.16398600000076,3.795341837600404
47915,AITraining,17,RegionF,RegionE,1020,1260,5.0,18.0,30146.793249599985,18064.178999999975,13.584673872000094,12.08716200000056,14.012406070931505
31506,AITraining,12,RegionD,RegionF,720,720,5.0,25.0,21938.81907200093,20248.66054400021,19.975086079999542,12.268464159999954,32.19688620799907
22330,AITraining,17,RegionD,RegionF,1020,1440,5.0,25.0,27701.0583552001,11499.363132799332,18.34725785600021,12.498628800000233,32.97904344640068
24179,AITraining,15,RegionD,RegionF,900,900,5.0,25.0,21102.99176960038,19477.446643199717,16.325694805333605,10.02698528000052,26.50471389439968
47097,AITraining,16,RegionB,RegionC,960,1380,5.0,14.0,39135.564215999744,20790.59666880117,24.07320216000047,25.957388575999957,4.41986988320059
17364,AITraining,14,RegionD,RegionF,840,840,5.0,25.0,15422.015692800831,14233.876942400002,14.062649344000173,8.63721005600009,22.57601190240117
49665,AITraining,17,RegionE,RegionE,1020,1200,5.0,5.0,18591.45600000009,14163.854399999935,7.458360000000131,7.872432000000101,0.07131360000027342
36270,AITraining,15,RegionD,RegionE,900,960,5.0,22.0,19085.721600000215,17516.550000000178,14.128220160000232,7.36635000000008,27.421692240000652
23341,AITraining,14,RegionD,RegionE,840,960,5.0,22.0,14984.66167466729,16541.11333333366,13.452042240000168,7.107186666666821,21.728450634667027
14042,AITraining,17,RegionF,RegionE,1020,1080,5.0,18.0,17371.324972800074,16251.310799999757,7.672949856000452,6.525360000000222,4.592045596801235
20728,BatchInference,13,RegionA,RegionC,780,780,5.0,15.0,16258.145310000158,15465.31315999998,11.409878700000057,10.346728479999609,4.9166630300019705
37652,AITraining,12,RegionD,RegionF,720,720,5.0,25.0,12281.561019733881,11335.349643200301,11.142268245332907,6.843477634666573,17.830308485865586
11283,BatchInference,17,RegionB,RegionC,1020,1320,5.0,14.0,15059.606760000248,7755.73068600027,8.811772200000021,9.176719860000063,1.2256404339998213
75,BatchInference,13,RegionD,RegionF,780,780,5.0,25.0,6458.635200000172,5961.087899999997,5.120032000000001,3.144662875000079,8.094086299999859
40629,AITraining,16,RegionA,RegionC,960,960,5.0,15.0,17347.39200000053,16501.469600000546,11.88611999999995,10.779087999999183,5.146050400003055
25876,AITraining,17,RegionF,RegionE,1020,1080,5.0,18.0,10768.354790400104,10074.103999999776,4.715134080000273,4.010224000000268,2.404427110400352
45713,AITraining,17,RegionB,RegionC,1020,1020,5.0,14.0,17061.279047999942,16934.929439999767,9.713396880000014,9.416409023999567,1.1980450320019642
12529,AITraining,14,RegionD,RegionF,840,840,5.0,25.0,6812.775219200285,6287.963852799869,6.141345792000069,3.772172288000086,9.695489382400353
34240,BatchInference,13,RegionA,RegionC,780,780,5.0,15.0,8554.438350000079,8137.277640000005,6.035836500000019,5.473411199999795,2.5281119100009697
25812,BatchInference,16,RegionA,RegionC,960,960,5.0,15.0,9025.584300000215,8585.465759999839,5.663452499999943,5.135849399999741,2.4107309400011836
31977,BatchInference,13,RegionA,RegionB,780,780,5.0,12.0,6226.07242500006,5966.655074999828,4.496301000000021,4.206230999999934,1.3146973500005785
40001,BatchInference,16,RegionB,RegionC,960,960,5.0,14.0,6627.940874999893,6578.848699999982,4.134327750000019,4.007828199999804,0.42816537500076635
20253,BatchInference,13,RegionD,RegionF,780,960,5.0,25.0,3054.8761600001308,3517.4626966666146,2.5749418666666783,1.6616637666667065,0.1880091966667372
41484,BatchInference,15,RegionB,RegionC,900,900,5.0,14.0,5524.050419999988,5483.139647999936,3.4901684999999794,3.38339567999988,0.33972205200045025
22372,BatchInference,12,RegionD,RegionF,720,720,5.0,25.0,2311.547733333416,2133.462416666738,2.094378666666539,1.286298333333315,3.1083233166662403
40014,BatchInference,16,RegionB,RegionC,960,960,5.0,14.0,4271.499359999875,4239.861952000089,2.761444799999998,2.6769203199998204,0.24017532800049324
18519,BatchInference,14,RegionB,RegionC,840,840,5.0,14.0,3299.2107749999486,3274.776799999991,2.193230249999997,2.1260601999999227,0.1624391750002534
25752,AITraining,13,RegionA,RegionB,780,780,5.0,12.0,4468.640400000142,4282.482959999841,3.564939599999946,3.3347051999999486,1.0020950400002917
46736,BatchInference,16,RegionA,RegionC,960,960,5.0,15.0,3757.569750000072,3574.336274999946,2.350237499999977,2.1312662499999107,0.9133059750003891
18202,BatchInference,17,RegionA,RegionC,1020,1020,5.0,15.0,3924.1691325000975,3732.824721000045,2.2691528999998187,2.0577587099998658,0.8910536714998631
24913,BatchInference,16,RegionA,RegionC,960,960,5.0,15.0,2270.994570000053,2160.2408910000513,1.7604364500000866,1.596457139999901,0.6199484190007425
12937,BatchInference,17,RegionB,RegionC,1020,1020,5.0,14.0,2477.806807499978,2459.4560099999812,1.4042423249999818,1.3612899599999375,0.05788275750017391
8678,AITraining,16,RegionB,RegionC,960,960,5.0,14.0,2250.2357279998914,2233.5615744000497,1.798664400000062,1.7435670719999004,0.10565146560048788
21075,BatchInference,13,RegionA,RegionB,780,780,5.0,12.0,666.3762000000221,638.6158799999757,0.5316137999999857,0.4972805999999924,0.06009312000001943
21574,BatchInference,12,RegionA,RegionC,720,720,5.0,15.0,626.8147199999844,596.2483199999798,0.501292799999992,0.454583040000005,0.06836543999995293
48170,BatchInference,17,RegionD,RegionF,1020,1020,5.0,25.0,459.66259200001355,424.2560730000054,0.2996467200000148,0.1840153800000188,0.1976468789999919
2703,AITraining,19,RegionD,RegionF,1140,1140,5.0,25.0,68400.7000746686,63131.16761600024,63.27559509333513,38.86476351999971,102.55771208534333
5096,AITraining,19,RegionA,RegionB,1140,2100,5.0,12.0,114406.58376000199,99841.27230000126,92.74781879999946,77.98903559999974,59.095444259999624
4588,AITraining,21,RegionE,RegionE,1260,1320,5.0,5.0,41994.68350000032,34682.25250000032,28.755755000001404,28.9679320000017,5.316066749998811
10496,AITraining,22,RegionD,RegionD,1320,1500,5.0,5.0,38209.04379733377,34742.967910399486,55.18157550933388,54.474799786667596,3.593178777599462
27644,AITraining,18,RegionD,RegionE,1080,1080,5.0,22.0,69823.10952960193,60257.722666666974,52.035092479999804,26.617968000000307,110.83917278293293
22079,AITraining,19,RegionB,RegionC,1140,2100,5.0,14.0,104663.70432000139,85468.91028479746,75.28937472000098,65.81502771200128,42.69337406720274
6224,AITraining,20,RegionF,RegionF,1200,1320,5.0,5.0,45654.710112800356,32383.7009423992,29.949608375999354,30.49261804266693,9.298970503730857
2671,AITraining,21,RegionD,RegionD,1260,1560,5.0,5.0,39398.68211200173,28887.869951999306,45.77481216000103,45.332966400000544,7.7781952000043475
29760,AITraining,19,RegionA,RegionC,1140,1140,5.0,15.0,92068.85721600159,87579.39146239875,69.5028167999993,63.025178495999576,30.36741096960162
15810,AITraining,19,RegionD,RegionE,1140,1140,5.0,22.0,44216.02406400135,38158.65050000014,35.900344320000556,18.363910000000153,75.84249389921115
27871,AITraining,18,RegionB,RegionA,1080,2100,5.0,12.0,79431.80544000208,57519.953999998186,46.59514560000063,46.39894560000348,7.291651439992478
40372,AITraining,21,RegionF,RegionF,1260,1320,5.0,5.0,27696.367670400472,22569.49227519976,20.73492220799993,20.906414880000224,3.5409047071995445
15119,AITraining,19,RegionA,RegionC,1140,1680,5.0,15.0,55612.393344000964,33863.818380802426,40.54386527999955,36.37615232000096,30.238098803192884
46964,AITraining,21,RegionF,RegionE,1260,1260,5.0,18.0,25235.520776000943,23596.200600000455,16.001099823999603,13.327412000000226,11.728778736581333
37041,AITraining,18,RegionA,RegionB,1080,1440,5.0,12.0,51498.732240000696,26542.56113999851,38.065966199999394,36.78686460000009,24.567577499999402
43181,AITraining,19,RegionB,RegionB,1140,1500,5.0,5.0,44195.947992000525,25486.09243199858,34.53903792000077,35.09593091999971,11.082283560006204
30934,AITraining,21,RegionA,RegionB,1260,1320,5.0,12.0,34842.58876800003,26277.96657599888,32.20472519999949,30.437429760000775,14.628803951995991
40202,AITraining,18,RegionF,RegionE,1080,1080,5.0,18.0,26141.134204799786,24443.031799999604,11.769285072000146,9.8014200000004,9.339474692799165
9676,AITraining,20,RegionD,RegionE,1200,1200,5.0,22.0,23140.486348801125,19970.382933333807,19.214325077333466,9.828565333333167,40.2263770581352
3765,AITraining,20,RegionB,RegionB,1200,1320,5.0,5.0,35825.86238400033,23586.065567998932,26.76911327999981,27.425623680000694,7.813755215997844
13203,AITraining,21,RegionF,RegionF,1260,1320,5.0,5.0,17281.036710400895,12035.926144001003,9.147039871999377,9.286109951999828,3.788830246398085
3253,AITraining,23,RegionA,RegionA,1380,1440,5.0,5.0,17993.749535999694,15872.705567999,22.778858880000488,22.853197440000933,0.9236897279989051
16833,AITraining,20,RegionD,RegionF,1200,1320,5.0,25.0,19679.22739200076,11284.432092000598,13.747614720000449,8.721196679999977,26.38828746000207
43586,AITraining,18,RegionF,RegionF,1080,1320,5.0,5.0,15433.673984000116,9132.653311999658,8.441253119999914,8.790594560000098,1.3036549119997147
34562,AITraining,18,RegionC,RegionC,1080,1260,5.0,5.0,32263.680191998854,22275.19897600055,18.55266111999962,19.530819840000472,3.375846335994879
49812,AITraining,19,RegionF,RegionE,1140,1560,5.0,18.0,14853.459413333618,6935.351733333622,7.675861034666396,6.605973333333289,5.578535818665763
4368,AITraining,23,RegionA,RegionC,1380,1380,5.0,15.0,15107.595767999175,14370.834019200815,19.779852240000558,17.935413983999982,7.9967467728006625
30211,AITraining,21,RegionF,RegionF,1260,1320,5.0,5.0,14717.540288000571,9516.520633334505,7.211676373332801,7.326374306666393,3.8422279213317054
6382,BatchInference,20,RegionA,RegionB,1200,1260,5.0,12.0,12103.890480000166,9943.741169999807,10.64097539999985,10.061389800000136,3.473491709999216
283,AITraining,22,RegionD,RegionF,1320,1320,5.0,25.0,8607.908147200182,7944.690638400212,10.954087424000363,6.728027184000083,17.258110468801085
19278,BatchInference,19,RegionA,RegionC,1140,1140,5.0,15.0,12492.45972000023,11883.29030799991,9.846457874999915,8.928722819999987,4.146687132000039
30724,AITraining,23,RegionF,RegionF,1380,1440,5.0,5.0,7693.160534399545,5656.884393599913,6.094988064000354,6.142463712000183,0.9008303488003229
35467,BatchInference,23,RegionA,RegionC,1380,1620,5.0,15.0,6956.289449999811,6509.185518000403,9.209331450000102,8.109778379999787,1.1103312120006734
37355,AITraining,20,RegionF,RegionF,1200,1320,5.0,5.0,9125.989367999904,5669.7585360004105,4.234921679999648,4.376897519999943,1.0883274719983156
46482,AITraining,23,RegionD,RegionF,1380,1380,5.0,25.0,5116.807987199621,4722.560023999713,5.98278553600061,3.6747561760002188,9.321269403201473
25700,AITraining,21,RegionB,RegionC,1260,1320,5.0,14.0,13347.81504000049,8227.416479999685,8.109827999999965,7.9896921600003274,4.580581919999354
24815,BatchInference,20,RegionA,RegionC,1200,1200,5.0,15.0,6859.709100000138,6525.211319999915,5.04418049999984,4.573996200000017,2.054598305666179
39129,AITraining,18,RegionD,RegionE,1080,1140,5.0,22.0,6886.1132799998895,5945.813333333157,4.603357866666593,2.4050666666667624,8.565664746666059
22157,BatchInference,19,RegionF,RegionE,1140,1140,5.0,18.0,3971.4758221666107,3713.4889583333006,1.8202747016666325,1.515819791666665,1.2754781704998468
15802,AITraining,19,RegionC,RegionC,1140,1320,5.0,5.0,10816.154063999516,6579.439615999956,6.249902239999702,6.575004480000076,0.03381213933140259
22988,BatchInference,23,RegionD,RegionF,1380,1380,5.0,25.0,1810.188799999971,1670.7246239998954,2.758446080000058,1.694256200000031,4.090497029333516
33698,BatchInference,21,RegionB,RegionC,1260,1260,5.0,14.0,5064.0192899999865,5026.501788000055,3.8741867999998996,3.755410560000134,0.3693724619989922
912,BatchInference,21,RegionA,RegionB,1260,1260,5.0,12.0,4247.967240000013,4070.9859299999857,4.023043199999946,3.76335630000009,1.1107289099994482
49112,BatchInference,18,RegionB,RegionC,1080,1080,5.0,14.0,5492.843280000143,5452.155611999762,3.2227065000000423,3.124201319999915,0.3057383880008899
48373,BatchInference,19,RegionD,RegionF,1140,1140,5.0,25.0,3210.3196800000774,2963.0093774999727,2.217993600000057,1.3623321749999646,3.3679685025004744
28789,BatchInference,18,RegionA,RegionC,1080,1080,5.0,15.0,5405.458500000124,5141.868614999724,3.2337776249999557,2.932442499999898,1.3246178850006238
33159,BatchInference,21,RegionB,RegionC,1260,1260,5.0,14.0,3232.9704824999885,3209.0223990000327,2.6425426500000073,2.561488380000051,0.1533526634997795
7226,BatchInference,20,RegionD,RegionF,1200,1200,5.0,25.0,2379.1488000001123,2195.8833400000144,1.7176320000000302,1.0549466666665839,2.5324901266672173
44474,BatchInference,19,RegionA,RegionC,1140,1140,5.0,15.0,3592.9145700001104,3417.72152399983,2.1580020000000877,1.9570773599998998,0.8326716060010337
14743,BatchInference,20,RegionD,RegionF,1200,1200,5.0,25.0,1391.4211200000468,1284.2297150000159,1.2816864000000352,0.787203149999976,1.7840119050002672
21588,BatchInference,20,RegionB,RegionC,1200,1200,5.0,14.0,2549.976480000057,2531.0819199999705,1.6771895999999538,1.6258313600000012,0.09236751999989679
8124,BatchInference,19,RegionD,RegionF,1140,1140,5.0,25.0,1381.0970880000386,1274.7036989999933,0.955656960000022,0.5869800299999826,1.280246109000203
28403,BatchInference,18,RegionA,RegionC,1080,1080,5.0,15.0,1225.8021600000143,1166.027411999939,0.7277714999999984,0.6599656799999838,0.18228802800013488
38259,BatchInference,18,RegionD,RegionF,1080,1080,5.0,25.0,605.1455999999866,558.5269500000037,0.4024319999999905,0.2471737500000026,0.3672766499999347
20240,BatchInference,20,RegionD,RegionE,1200,1200,5.0,22.0,468.45440000000116,404.2817500000031,0.32465152000002495,0.16602499999998924,0.44280873000014065
3259,AITraining,26,RegionF,RegionE,1560,1800,5.0,18.0,47821.714533332146,58297.42916667001,44.952793000001016,35.0192500000011,25.3357906999951
5542,AITraining,29,RegionA,RegionB,1740,2160,5.0,12.0,86615.90280000179,100867.31550000212,84.76820099999638,74.91544200000256,18.754623299974924
32517,AITraining,24,RegionD,RegionE,1440,1980,5.0,22.0,32563.925503999388,43357.44160000109,52.74096537600025,23.753685000001568,96.666073407993
48703,AITraining,24,RegionF,RegionE,1440,1980,5.0,18.0,27968.454773331887,40348.42666666798,30.195147466667045,22.121833333334564,11.583747839993833
13940,AITraining,28,RegionD,RegionF,1680,1680,5.0,25.0,31253.51710719925,28845.86776746759,43.592553813335506,26.77630340266788,69.33429364906883
17016,AITraining,29,RegionD,RegionF,1740,1740,5.0,25.0,29196.309026133404,26947.390216533517,35.565158400001835,21.84589788800065,56.79409952427129
48306,AITraining,29,RegionD,RegionF,1740,1740,5.0,25.0,27489.013760000224,25371.51542399988,30.60873216000227,18.80093775999973,49.0207559360105
43753,AITraining,28,RegionD,RegionF,1680,1800,5.0,25.0,22294.014771199938,23539.089929599326,26.994864128001453,16.000435359999628,40.60843191360789
42723,AITraining,27,RegionD,RegionF,1620,1800,5.0,25.0,16701.556053332966,19768.792906666327,23.45267200000064,13.658765333332873,33.08785648000436
6447,AITraining,26,RegionF,RegionE,1560,1800,5.0,18.0,11207.344209599418,14441.378700001462,12.03877399200005,9.411486000000357,3.4466854775967306
