Method,Hour,Region,AI_IT_Load_MW,Total_IT_Load_MW,Facility_Load_MW,AvailableRenewable_MW,UsedRenewable_MW,ElectricityCost_CNY,CarbonEmission_tCO2
full_horizon_FIFO_latency_feasible_local_first,58,RegionA,8.851333333333335,402.5933333333333,543.5010000000001,1100.0,543.5010000000001,398244.92274,326.26365030000005
full_horizon_FIFO_latency_feasible_local_first,59,RegionA,5.527333333333334,361.30000033333346,487.75500044999995,1089.7799999999997,487.75500044999995,357314.6806796567,288.7509602664
full_horizon_FIFO_latency_feasible_local_first,60,RegionA,5.2766666666666655,347.5999996666667,469.25999955000003,1059.8099999999997,469.25999955000003,343681.33107042435,275.26791573603003
full_horizon_FIFO_latency_feasible_local_first,61,RegionA,5.370333333333333,344.6200003333333,465.2370004500001,1012.1299999999998,465.2370004500001,340641.87935948547,271.9310267630251
full_horizon_FIFO_latency_feasible_local_first,62,RegionA,20.719999999999995,328.96099999999996,444.0973499999999,950.0,444.0973499999999,325074.8192265,260.10781789500004
full_horizon_FIFO_latency_feasible_local_first,63,RegionA,20.77733333333334,307.1970003333333,414.7159504500001,877.65,414.7159504500001,303476.69106079655,244.76535395558997
full_horizon_FIFO_latency_feasible_local_first,64,RegionA,6.972,243.49200000000008,328.71419999999983,800.0,328.71419999999983,240470.8730099999,196.43960592000002
full_horizon_FIFO_latency_feasible_local_first,65,RegionA,5.109333333333333,245.00000033333333,330.7500004500001,722.35,330.7500004500001,350727.3004771801,200.86447527328502
full_horizon_FIFO_latency_feasible_local_first,66,RegionA,18.014666666666663,227.50999966666672,307.13849955000006,650.0,307.13849955000006,325582.1664479776,190.05730352154004
full_horizon_FIFO_latency_feasible_local_first,67,RegionA,25.718,194.69,262.8315,587.8700000000002,262.8315,278517.2839200001,165.8466765
full_horizon_FIFO_latency_feasible_local_first,68,RegionA,24.153333333333332,252.9400003333334,341.46900045,540.1899999999999,341.46900045,361714.69748668064,219.66700798948503
full_horizon_FIFO_latency_feasible_local_first,69,RegionA,39.43500000000001,251.34999999999994,339.3225,510.2200000000002,339.3225,359308.59524999995,222.1544407499999
full_horizon_FIFO_latency_feasible_local_first,70,RegionA,39.13466666666667,266.62999966666666,359.9504995500001,500.0,359.9504995500001,236483.8786993545,239.15111190102004
full_horizon_FIFO_latency_feasible_local_first,71,RegionA,29.77133333333334,348.21000033333337,470.0835004500001,510.2200000000002,470.0835004500001,308717.9372505286,315.7080789022201
full_horizon_FIFO_latency_feasible_local_first,72,RegionA,37.15733333333333,340.00000033333333,459.00000045000013,540.1899999999999,459.00000045000013,217621.08021335397,310.2840003042001
full_horizon_FIFO_latency_feasible_local_first,73,RegionA,32.17799999999999,393.7000000000001,531.495,587.8700000000002,531.495,251886.1104000001,359.822115
full_horizon_FIFO_latency_feasible_local_first,74,RegionA,31.74133333333332,403.2000003333333,544.32000045,650.0,544.32000045,257855.270613174,367.252704303615
full_horizon_FIFO_latency_feasible_local_first,75,RegionA,26.1,403.2,544.3200000000002,722.35,544.3200000000002,257740.9632,364.204512
full_horizon_FIFO_latency_feasible_local_first,76,RegionA,17.990000000000002,403.2,544.3199999999999,800.0,544.3199999999999,257632.09919999994,359.577792
full_horizon_FIFO_latency_feasible_local_first,77,RegionA,29.36,403.1999999999998,544.32,877.65,544.32,257517.792,353.5902720000001
full_horizon_FIFO_latency_feasible_local_first,78,RegionA,30.883333333333326,403.2000003333332,544.32000045,950.0,544.32000045,257398.04181279606,346.7318402866502
full_horizon_FIFO_latency_feasible_local_first,79,RegionA,31.804666666666662,403.19999966666666,544.31999955,1012.1299999999998,544.31999955,395818.61727276904,339.3835197194249
full_horizon_FIFO_latency_feasible_local_first,80,RegionA,21.901333333333337,403.2000003333334,544.32000045,1059.8099999999997,544.32000045,395638.9923270825,331.980768274455
full_horizon_FIFO_latency_feasible_local_first,81,RegionA,15.48266666666667,403.1999996666666,544.31999955,1089.7799999999997,544.31999955,395453.9228730705,325.12233573121506
full_horizon_FIFO_latency_feasible_local_first,82,RegionA,29.161999999999995,403.2000000000001,544.3200000000002,1100.0,544.3200000000002,395274.29759999993,319.1348160000001
full_horizon_FIFO_latency_feasible_local_first,83,RegionA,36.62199999999998,390.64000000000004,527.3639999999999,1089.7799999999997,527.3639999999999,382781.8857600001,304.65818279999985
full_horizon_FIFO_latency_feasible_local_first,84,RegionA,35.32466666666666,369.81999966666666,499.25699955000005,1059.8099999999997,499.25699955000005,362210.953173525,285.62492944255507
full_horizon_FIFO_latency_feasible_local_first,85,RegionA,33.11133333333334,340.60000033333347,459.81000045,1012.1299999999998,459.81000045,333435.8199263219,261.95375725636507
full_horizon_FIFO_latency_feasible_local_first,86,RegionA,28.230000000000004,303.88000000000005,410.2380000000001,950.0,410.2380000000001,297348.70716000005,234.12282659999994
full_horizon_FIFO_latency_feasible_local_first,87,RegionA,23.176000000000005,279.88,377.8379999999999,877.65,377.8379999999999,273736.07424000005,217.25685000000001
full_horizon_FIFO_latency_feasible_local_first,88,RegionA,10.38166666666667,246.92999966666673,333.3554995500001,800.0,333.3554995500001,241396.05144413697,194.07957183801008
full_horizon_FIFO_latency_feasible_local_first,89,RegionA,11.00133333333334,224.7100003333334,303.3585004499999,722.35,303.3585004499999,318383.84697728854,179.49722471626504
full_horizon_FIFO_latency_feasible_local_first,90,RegionA,11.324666666666669,227.8699996666667,307.62449955,650.0,307.62449955,322713.48125292745,185.49757322864997
full_horizon_FIFO_latency_feasible_local_first,91,RegionA,27.221333333333323,223.62000033333328,301.8870004500001,587.8700000000002,301.8870004500001,316549.6520618565,185.72088267683995
full_horizon_FIFO_latency_feasible_local_first,92,RegionA,27.807999999999993,251.33,339.29549999999995,540.1899999999999,339.29549999999995,355615.61355000007,212.8739967
full_horizon_FIFO_latency_feasible_local_first,93,RegionA,30.18399999999999,272.94,368.469,510.2200000000002,368.469,386022.86316,235.3411503
full_horizon_FIFO_latency_feasible_local_first,94,RegionA,31.557999999999982,290.95000000000005,392.78249999999997,500.0,392.78249999999997,255296.8415250001,254.64089474999994
full_horizon_FIFO_latency_feasible_local_first,95,RegionA,11.864333333333333,335.38000033333327,452.76300045,510.2200000000002,452.76300045,294160.12139236514,296.78614679497497
full_horizon_FIFO_latency_feasible_local_first,96,RegionA,9.077333333333337,344.9100003333334,465.62850045,540.1899999999999,465.62850045,218393.73556606352,307.22168459691005
full_horizon_FIFO_latency_feasible_local_first,97,RegionA,12.830666666666668,402.75999966666666,543.7259995500001,587.8700000000002,543.7259995500001,254915.0603690265,359.34851310259506
full_horizon_FIFO_latency_feasible_local_first,98,RegionA,13.66166666666667,381.92999966666673,515.60549955,650.0,515.60549955,241638.51736410754,339.57778200363
full_horizon_FIFO_latency_feasible_local_first,99,RegionA,13.844000000000005,403.20000000000005,544.3200000000002,722.35,544.3200000000002,254992.14720000004,355.495392
full_horizon_FIFO_latency_feasible_local_first,100,RegionA,11.029666666666667,403.1999996666666,544.31999955,800.0,544.31999955,254894.169389274,350.86867170993
full_horizon_FIFO_latency_feasible_local_first,101,RegionA,11.118666666666664,403.1999996666666,544.3199995499999,877.65,544.3199995499999,254801.63498935054,344.9900157147901
full_horizon_FIFO_latency_feasible_local_first,102,RegionA,39.817333333333345,403.2000003333332,544.3200004500001,950.0,544.3200004500001,254714.5442105775,338.13158427954005
full_horizon_FIFO_latency_feasible_local_first,103,RegionA,39.477666666666664,403.19999966666677,544.3199995500001,1012.1299999999998,544.3199995500001,391730.77407614863,330.89212772644504
full_horizon_FIFO_latency_feasible_local_first,104,RegionA,38.80800000000001,403.2,544.3199999999999,1059.8099999999997,544.3199999999999,391600.13759999996,323.5982399999999
full_horizon_FIFO_latency_feasible_local_first,105,RegionA,40.41866666666668,403.19999966666666,544.31999955,1089.7799999999997,544.31999955,391474.94367636007,316.7942397381001
full_horizon_FIFO_latency_feasible_local_first,106,RegionA,30.915666666666677,403.19999966666654,544.3199995500001,1100.0,544.3199995500001,391360.63647645473,310.9700157429151
full_horizon_FIFO_latency_feasible_local_first,107,RegionA,9.034333333333336,393.05000033333334,530.61750045,1089.7799999999997,530.61750045,381397.246973451,298.6845910033051
full_horizon_FIFO_latency_feasible_local_first,108,RegionA,7.632000000000004,350.28,472.878,1059.8099999999997,472.878,339805.4020200001,263.6294850000001
full_horizon_FIFO_latency_feasible_local_first,109,RegionA,10.971333333333332,336.4500003333333,454.2075004500001,1012.1299999999998,454.2075004500001,326302.66832328,252.26684574992996
full_horizon_FIFO_latency_feasible_local_first,110,RegionA,12.435000000000002,293.53,396.26550000000015,950.0,396.26550000000015,284609.7700650001,220.60100385000004
full_horizon_FIFO_latency_feasible_local_first,111,RegionA,7.346666666666668,280.2419996666667,378.32669955000006,877.65,378.32669955000006,271668.836412864,212.35477645741503
full_horizon_FIFO_latency_feasible_local_first,112,RegionA,7.721333333333334,236.2900003333333,318.9915004500001,800.0,318.9915004500001,229013.56791806847,181.44236545595996
full_horizon_FIFO_latency_feasible_local_first,113,RegionA,7.090666666666667,229.60999966666665,309.97349954999993,722.35,309.97349954999993,322623.5180666356,179.41266153954
full_horizon_FIFO_latency_feasible_local_first,114,RegionA,10.12166666666667,234.54999966666668,316.6424995499999,650.0,316.6424995499999,329510.85073171207,186.94573173432008
full_horizon_FIFO_latency_feasible_local_first,115,RegionA,8.840000000000002,254.14000000000004,343.08900000000006,587.8700000000002,343.08900000000006,356977.2427200001,206.88266699999997
full_horizon_FIFO_latency_feasible_local_first,116,RegionA,8.740333333333334,217.1000003333334,293.08500045000005,540.1899999999999,293.08500045000005,304910.9802181575,180.39381777697506
full_horizon_FIFO_latency_feasible_local_first,117,RegionA,4.296000000000001,247.7,334.3950000000001,510.2200000000002,334.3950000000001,347851.0547999999,209.73254400000005
full_horizon_FIFO_latency_feasible_local_first,118,RegionA,17.394999999999996,309.31999999999994,417.5820000000001,500.0,417.5820000000001,269595.1150200001,266.1250086
full_horizon_FIFO_latency_feasible_local_first,119,RegionA,36.72266666666666,348.04999966666674,469.86749955,510.2200000000002,469.86749955,303327.6630094979,303.0645372097499
full_horizon_FIFO_latency_feasible_local_first,120,RegionA,38.344000000000015,345.01,465.7635,540.1899999999999,465.7635,217148.25896999997,302.6531223000002
full_horizon_FIFO_latency_feasible_local_first,121,RegionA,37.01533333333334,395.36000033333323,533.73600045,587.8700000000002,533.73600045,248827.72340979,347.62225709308507
full_horizon_FIFO_latency_feasible_local_first,122,RegionA,26.537666666666663,403.19999966666654,544.3199995500001,650.0,544.3199995500001,253761.98379021004,353.53583970772513
full_horizon_FIFO_latency_feasible_local_first,123,RegionA,25.142666666666667,403.19999966666666,544.31999955,722.35,544.31999955,253767.4269902055,350.81423970997514
full_horizon_FIFO_latency_feasible_local_first,124,RegionA,21.77833333333332,403.2000003333332,544.3200004500001,800.0,544.3200004500001,253772.87060979908,346.45968028642494
full_horizon_FIFO_latency_feasible_local_first,125,RegionA,15.324000000000005,403.19999999999993,544.32,877.65,544.32,253789.19999999992,340.8531839999998
full_horizon_FIFO_latency_feasible_local_first,126,RegionA,16.533333333333328,403.20000033333343,544.32000045,950.0,544.32000045,253810.97300983066,334.32134427639016
full_horizon_FIFO_latency_feasible_local_first,127,RegionA,14.014666666666665,403.19999966666666,544.31999955,1012.1299999999998,544.31999955,390511.4972771566,327.35404772937017
full_horizon_FIFO_latency_feasible_local_first,128,RegionA,10.668000000000003,403.1999999999999,544.3199999999998,1059.8099999999997,544.3199999999998,390560.4863999999,320.38675200000006
full_horizon_FIFO_latency_feasible_local_first,129,RegionA,8.475999999999999,403.1999999999999,544.32,1089.7799999999997,544.32,390614.9184,313.90934400000003
full_horizon_FIFO_latency_feasible_local_first,130,RegionA,6.824000000000002,401.8799999999999,542.5380000000001,1100.0,542.5380000000001,389395.7987399999,307.347777
full_horizon_FIFO_latency_feasible_local_first,131,RegionA,7.085333333333334,401.1700003333334,541.5795004500001,1089.7799999999997,541.5795004500001,388778.2601930369,302.6346248514601
full_horizon_FIFO_latency_feasible_local_first,132,RegionA,7.67866666666667,362.0199996666667,488.72699955000013,1059.8099999999997,488.72699955000013,350910.87294689566,270.75475775070004
full_horizon_FIFO_latency_feasible_local_first,133,RegionA,5.549333333333334,347.49100033333343,469.11285045000005,1012.1299999999998,469.11285045000005,336902.7758076765,259.13793858857997
full_horizon_FIFO_latency_feasible_local_first,134,RegionA,4.232666666666669,311.0079996666667,419.86079955,950.0,419.86079955,301602.80674874707,232.72884119056502
full_horizon_FIFO_latency_feasible_local_first,135,RegionA,3.6479999999999992,284.2700000000001,383.76450000000006,877.65,383.76450000000006,275746.306185,214.7162377500001
full_horizon_FIFO_latency_feasible_local_first,136,RegionA,11.946666666666664,226.68999966666667,306.0314995500001,800.0,306.0314995500001,219954.01967157153,173.70347914457997
full_horizon_FIFO_latency_feasible_local_first,137,RegionA,15.345333333333338,227.71000033333334,307.40850044999996,722.35,307.40850044999996,320464.1394641116,177.74359496019002
full_horizon_FIFO_latency_feasible_local_first,138,RegionA,22.386666666666663,228.39999966666667,308.33999955000013,650.0,308.33999955000013,321540.0349307356,182.04393573432006
full_horizon_FIFO_latency_feasible_local_first,139,RegionA,26.826666666666664,225.94999966666668,305.0324995500002,587.8700000000002,305.0324995500002,318197.70223057806,184.11761672838006
full_horizon_FIFO_latency_feasible_local_first,140,RegionA,38.37466666666667,227.65999966666666,307.3409995499999,540.1899999999999,307.3409995499999,320719.55326041166,189.537194422485
full_horizon_FIFO_latency_feasible_local_first,141,RegionA,19.839333333333332,273.0000003333333,368.55000044999997,510.2200000000002,368.55000044999997,384736.71646976395,231.85480528309498
full_horizon_FIFO_latency_feasible_local_first,142,RegionA,14.78533333333334,300.8000003333334,406.0800004500001,500.0,406.0800004500001,263225.1170916945,259.769376287865
full_horizon_FIFO_latency_feasible_local_first,143,RegionA,9.766666666666673,327.89999966666676,442.6649995499999,510.2200000000002,442.6649995499999,287054.9722581886,286.8469197084
full_horizon_FIFO_latency_feasible_local_first,144,RegionA,10.992,347.99,469.78650000000005,540.1899999999999,469.78650000000005,220113.76671000005,306.9584991
full_horizon_FIFO_latency_feasible_local_first,145,RegionA,9.836333333333332,360.7200003333332,486.97200045000005,587.8700000000002,486.97200045000005,228268.12521093752,319.210146294975
full_horizon_FIFO_latency_feasible_local_first,146,RegionA,11.268000000000004,403.19999999999993,544.3199999999999,650.0,544.3199999999999,255264.30720000007,356.1485759999999
full_horizon_FIFO_latency_feasible_local_first,147,RegionA,8.662333333333335,403.2000003333333,544.32000045,722.35,544.32000045,255389.5010111355,353.6991362924101
full_horizon_FIFO_latency_feasible_local_first,148,RegionA,34.022,403.20000000000005,544.32,800.0,544.32,255509.2512,349.6711680000001
full_horizon_FIFO_latency_feasible_local_first,149,RegionA,31.904000000000003,403.19999999999993,544.32,877.65,544.32,255639.888,344.3912640000001
full_horizon_FIFO_latency_feasible_local_first,150,RegionA,54.36366666666666,402.79999966666674,543.7799995500001,950.0,543.7799995500001,255516.7839885495,337.7961357204601
full_horizon_FIFO_latency_feasible_local_first,151,RegionA,34.04933333333332,400.5000003333332,540.6750004500001,1012.1299999999998,540.6750004500001,391064.82107548043,329.27107527405
full_horizon_FIFO_latency_feasible_local_first,152,RegionA,36.35500000000001,400.5,540.6750000000001,1059.8099999999997,540.6750000000001,391275.684,322.62077250000004
full_horizon_FIFO_latency_feasible_local_first,153,RegionA,38.812666666666665,401.6999996666667,542.29499955,1089.7799999999997,542.29499955,392664.96327416407,317.405263236615
full_horizon_FIFO_latency_feasible_local_first,154,RegionA,39.78666666666666,401.8133336666666,542.4480004499999,1100.0,542.4480004499999,392998.1518460203,312.23306905902
full_horizon_FIFO_latency_feasible_local_first,155,RegionA,38.876000000000005,373.96,504.8460000000002,1089.7799999999997,504.8460000000002,365962.86539999995,286.95446640000006
full_horizon_FIFO_latency_feasible_local_first,156,RegionA,24.136000000000006,318.5566669999999,430.0515004499999,1059.8099999999997,430.0515004499999,311924.9543063941,242.54904625379993
full_horizon_FIFO_latency_feasible_local_first,157,RegionA,37.32666666666665,337.99399966666675,456.29189954999987,1012.1299999999998,456.29189954999987,331153.84609841247,256.89233944665
full_horizon_FIFO_latency_feasible_local_first,158,RegionA,23.621333333333336,322.4210003333334,435.26835045000007,950.0,435.26835045000007,316083.170729781,246.05719850938507
full_horizon_FIFO_latency_feasible_local_first,159,RegionA,23.692000000000004,290.82,392.60699999999997,877.65,392.60699999999997,285276.09834,224.1393363
full_horizon_FIFO_latency_feasible_local_first,160,RegionA,23.930666666666657,287.15999966666675,387.6659995500001,800.0,387.6659995500001,281860.3182928186,224.61368013927
full_horizon_FIFO_latency_feasible_local_first,161,RegionA,27.580000000000002,234.72,316.872,722.35,316.872,334268.27280000015,187.08122880000008
full_horizon_FIFO_latency_feasible_local_first,162,RegionA,26.499999999999993,255.75,345.2625000000001,650.0,345.2625000000001,364441.83187500003,208.19328749999997
full_horizon_FIFO_latency_feasible_local_first,163,RegionA,32.541666666666664,211.54999966666668,285.59249955,587.8700000000002,285.59249955,301645.65394970553,176.06777597257502
full_horizon_FIFO_latency_feasible_local_first,164,RegionA,34.19533333333334,233.51000033333327,315.23850045,540.1899999999999,315.23850045,333169.26635559613,198.63177913354502
full_horizon_FIFO_latency_feasible_local_first,165,RegionA,34.187000000000005,222.15000000000003,299.90250000000003,510.2200000000002,299.90250000000003,317158.88985000004,192.74733675000004
full_horizon_FIFO_latency_feasible_local_first,166,RegionA,35.566666666666656,302.0799996666667,407.80799955000015,500.0,407.80799955000015,267856.450264431,266.584089305835
full_horizon_FIFO_latency_feasible_local_first,167,RegionA,22.408,331.76,447.87600000000003,510.2200000000002,447.87600000000003,294362.02224,296.62827480000004
full_horizon_FIFO_latency_feasible_local_first,168,RegionA,31.749333333333333,333.0700003333334,449.6445004500001,540.1899999999999,449.6445004500001,213567.6483787365,300.31756185055497
full_horizon_FIFO_latency_feasible_local_first,169,RegionA,32.10666666666667,392.6299996666666,530.0504995499999,587.8700000000002,530.0504995499999,251922.401426124,355.2928498483651
full_horizon_FIFO_latency_feasible_local_first,170,RegionA,27.408333333333328,395.8400003333334,534.38400045,650.0,534.38400045,254142.342934011,357.66321150118506
full_horizon_FIFO_latency_feasible_local_first,171,RegionA,21.79699999999999,395.84000000000003,534.3840000000001,722.35,534.3840000000001,254302.65792000003,355.3653599999999
