WindowID,Method,Seed,TaskID,TaskType,DelaySensitivity,SourceRegion,ExecutionRegion,ArrivalHour,EarliestStartHour,StartMinute,EndMinute,Duration_min,GPU_Demand,MaxLatency_ms,NetworkLatency_ms,LatestFinishHour,DecisionBlock
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,70,AITraining,Low,RegionF,RegionF,469,469,28140,28374,234,77,150.0,5.0,2406,78
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,71,AITraining,Low,RegionF,RegionF,2199,2199,131940,132121,181,66,150.0,5.0,2406,366
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,72,BatchInference,Medium,RegionA,RegionA,1393,1393,83580,83963,383,18,80.0,5.0,2406,232
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,73,RealTimeInference,High,RegionA,RegionA,1202,1202,72120,72242,122,1,20.0,5.0,1205,200
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,74,BatchInference,Medium,RegionC,RegionC,647,647,38820,38881,61,20,80.0,5.0,2406,107
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,75,BatchInference,Medium,RegionD,RegionF,13,13,780,1175,395,15,80.0,25.0,2406,2
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,76,AITraining,Low,RegionE,RegionE,1078,1078,64680,64802,122,18,150.0,5.0,2406,179
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,77,AITraining,Low,RegionF,RegionF,731,731,43860,44056,196,71,150.0,5.0,2406,121
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,78,AITraining,Low,RegionA,RegionB,435,435,26100,26329,229,17,150.0,12.0,2406,72
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,79,AITraining,Low,RegionD,RegionD,1222,1222,73440,73673,233,69,150.0,5.0,2406,203
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,80,AITraining,Low,RegionD,RegionE,2079,2079,125160,125295,135,112,150.0,22.0,2406,346
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,81,AITraining,Low,RegionD,RegionD,814,814,48840,49021,181,17,150.0,5.0,2406,135
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,82,RealTimeInference,High,RegionB,RegionB,1531,1531,91860,92067,207,2,20.0,5.0,1535,255
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,83,RealTimeInference,High,RegionC,RegionC,2209,2209,132540,132752,212,7,20.0,5.0,2213,368
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,84,AITraining,Low,RegionF,RegionE,2,2,420,684,264,71,150.0,18.0,2406,0
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,85,AITraining,Low,RegionB,RegionB,1327,1327,79620,79954,334,53,150.0,5.0,2406,221
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,86,BatchInference,Medium,RegionB,RegionC,79,79,4740,4947,207,23,80.0,14.0,2406,13
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,87,RealTimeInference,High,RegionB,RegionB,1486,1486,89160,89409,249,6,20.0,5.0,1491,247
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,88,BatchInference,Medium,RegionC,RegionC,980,980,58920,59130,210,19,80.0,5.0,2406,163
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,89,RealTimeInference,High,RegionC,RegionC,986,986,59160,59495,335,4,20.0,5.0,992,164
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,90,AITraining,Low,RegionF,RegionF,322,322,19320,19477,157,95,150.0,5.0,2406,53
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,91,RealTimeInference,High,RegionF,RegionF,1990,1990,119400,119755,355,4,20.0,5.0,1996,331
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,92,RealTimeInference,High,RegionA,RegionA,2181,2181,130860,131017,157,3,20.0,5.0,2184,363
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,93,RealTimeInference,High,RegionA,RegionA,525,525,31500,31637,137,7,20.0,5.0,528,87
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,94,AITraining,Low,RegionD,RegionF,1946,1946,116760,117129,369,54,150.0,25.0,2406,324
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,95,AITraining,Low,RegionE,RegionE,676,676,40560,40720,160,16,150.0,5.0,2406,112
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,96,BatchInference,Medium,RegionE,RegionE,2161,2161,129660,129932,272,13,80.0,5.0,2406,360
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,97,AITraining,Low,RegionF,RegionF,1733,1733,103980,104101,121,31,150.0,5.0,2406,288
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,98,RealTimeInference,High,RegionA,RegionA,2208,2208,132480,132858,378,1,20.0,5.0,2215,368
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,99,AITraining,Low,RegionD,RegionF,823,823,49380,49643,263,17,150.0,25.0,2406,137
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,100,AITraining,Low,RegionD,RegionE,1276,1276,76620,76666,46,27,150.0,22.0,2406,212
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,101,BatchInference,Medium,RegionC,RegionC,1529,1529,91740,91848,108,12,80.0,5.0,2406,254
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,102,BatchInference,Medium,RegionD,RegionF,2119,2119,127140,127357,217,22,80.0,25.0,2406,353
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,103,BatchInference,Medium,RegionE,RegionE,495,495,29700,29861,161,6,80.0,5.0,2406,82
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,104,RealTimeInference,High,RegionF,RegionF,920,920,55200,55325,125,6,20.0,5.0,923,153
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,105,RealTimeInference,High,RegionA,RegionA,1384,1384,83040,83153,113,3,20.0,5.0,1386,230
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,106,RealTimeInference,High,RegionA,RegionA,2268,2268,136080,136188,108,4,20.0,5.0,2270,378
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,107,RealTimeInference,High,RegionB,RegionB,902,902,54120,54513,393,1,20.0,5.0,909,150
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,108,RealTimeInference,High,RegionB,RegionB,290,290,17400,17603,203,6,20.0,5.0,294,48
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,109,AITraining,Low,RegionE,RegionE,241,241,14520,14737,217,69,150.0,5.0,2406,40
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,110,RealTimeInference,High,RegionC,RegionC,276,276,16560,16730,170,5,20.0,5.0,279,46
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,111,RealTimeInference,High,RegionA,RegionA,1353,1353,81180,81466,286,4,20.0,5.0,1358,225
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,112,RealTimeInference,High,RegionA,RegionA,2105,2105,126300,126444,144,4,20.0,5.0,2108,350
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,113,RealTimeInference,High,RegionB,RegionB,1140,1140,68400,68537,137,3,20.0,5.0,1143,190
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,114,AITraining,Low,RegionE,RegionE,1988,1988,119340,119720,380,48,150.0,5.0,2406,331
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,115,RealTimeInference,High,RegionC,RegionC,2208,2208,132480,132727,247,6,20.0,5.0,2213,368
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,116,RealTimeInference,High,RegionC,RegionC,2338,2338,140280,140519,239,6,20.0,5.0,2342,389
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,117,AITraining,Low,RegionF,RegionE,1936,1936,116160,116433,273,124,150.0,18.0,2406,322
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,118,RealTimeInference,High,RegionA,RegionA,1937,1937,116220,116455,235,3,20.0,5.0,1941,322
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,119,BatchInference,Medium,RegionB,RegionC,779,779,46740,47116,376,4,80.0,14.0,2406,129
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,120,RealTimeInference,High,RegionB,RegionB,397,397,23820,24146,326,1,20.0,5.0,403,66
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,121,AITraining,Low,RegionE,RegionE,1765,1765,105900,105913,13,63,150.0,5.0,2406,294
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,122,BatchInference,Medium,RegionD,RegionE,1734,1734,104040,104098,58,6,80.0,22.0,2406,289
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,123,BatchInference,Medium,RegionE,RegionE,1912,1912,114720,114949,229,20,80.0,5.0,2406,318
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,124,AITraining,Low,RegionA,RegionA,221,221,13260,13315,55,45,150.0,5.0,2406,36
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,125,AITraining,Low,RegionD,RegionF,403,403,24360,24749,389,21,150.0,25.0,2406,67
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,126,RealTimeInference,High,RegionA,RegionA,1649,1649,98940,99229,289,1,20.0,5.0,1654,274
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,127,AITraining,Low,RegionD,RegionD,1389,1389,83760,83950,190,108,150.0,5.0,2406,231
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,128,RealTimeInference,High,RegionB,RegionB,1018,1018,61080,61205,125,7,20.0,5.0,1021,169
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,129,RealTimeInference,High,RegionC,RegionC,779,779,46740,46910,170,7,20.0,5.0,782,129
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,130,AITraining,Low,RegionF,RegionF,1837,1837,110220,110247,27,82,150.0,5.0,2406,306
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,131,RealTimeInference,High,RegionA,RegionA,1728,1728,103680,103747,67,1,20.0,5.0,1730,288
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,132,RealTimeInference,High,RegionA,RegionA,1140,1140,68400,68689,289,3,20.0,5.0,1145,190
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,133,BatchInference,Medium,RegionB,RegionB,1023,1023,61380,61731,351,21,80.0,5.0,2406,170
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,134,RealTimeInference,High,RegionB,RegionB,1815,1815,108900,109036,136,7,20.0,5.0,1818,302
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,135,AITraining,Low,RegionE,RegionE,401,401,24600,24995,395,42,150.0,5.0,2406,66
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,136,RealTimeInference,High,RegionC,RegionC,2214,2214,132840,132953,113,2,20.0,5.0,2216,369
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,137,RealTimeInference,High,RegionA,RegionA,382,382,22920,23228,308,1,20.0,5.0,388,63
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,138,RealTimeInference,High,RegionA,RegionA,681,681,40860,40908,48,6,20.0,5.0,682,113
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,139,BatchInference,Medium,RegionB,RegionB,1989,1989,119340,119375,35,13,80.0,5.0,2406,331
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,140,BatchInference,Medium,RegionC,RegionC,875,875,52500,52522,22,6,80.0,5.0,2406,145
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,141,BatchInference,Medium,RegionD,RegionD,240,240,14400,14445,45,10,80.0,5.0,2406,40
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,142,RealTimeInference,High,RegionC,RegionC,1552,1552,93120,93450,330,5,20.0,5.0,1558,258
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,143,RealTimeInference,High,RegionD,RegionD,1599,1599,95940,96091,151,6,20.0,5.0,1602,266
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,144,BatchInference,Medium,RegionA,RegionC,1863,1863,111780,111932,152,15,80.0,15.0,2406,310
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,145,BatchInference,Medium,RegionB,RegionB,1732,1732,103920,104217,297,5,80.0,5.0,2406,288
full_0000_2400,adaptive_ALNS_latency_guarded_probe,20260801,146,AITraining,Low,RegionD,RegionF,2276,2276,137040,137391,351,102,150.0,25.0,2406,379
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,147,AITraining,Low,RegionE,RegionE,1993,1993,119580,119775,195,66,150.0,5.0,2406,332
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,148,RealTimeInference,High,RegionC,RegionC,777,777,46620,46754,134,7,20.0,5.0,780,129
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,149,BatchInference,Medium,RegionE,RegionE,891,891,53460,53639,179,20,80.0,5.0,2406,148
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,150,RealTimeInference,High,RegionF,RegionF,2372,2372,142320,142383,63,6,20.0,5.0,2374,395
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,151,AITraining,Low,RegionC,RegionC,2220,2220,133200,133310,110,122,150.0,5.0,2406,370
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,152,RealTimeInference,High,RegionA,RegionA,1284,1284,77040,77102,62,1,20.0,5.0,1286,214
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,153,RealTimeInference,High,RegionB,RegionB,205,205,12300,12412,112,4,20.0,5.0,207,34
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,154,AITraining,Low,RegionE,RegionE,1952,1952,117120,117494,374,83,150.0,5.0,2406,325
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,155,AITraining,Low,RegionF,RegionE,2175,2175,131160,131524,364,111,150.0,18.0,2406,362
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,156,RealTimeInference,High,RegionD,RegionD,232,232,13920,14237,317,7,20.0,5.0,238,38
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,157,AITraining,Low,RegionB,RegionC,328,328,20160,20539,379,31,150.0,14.0,2406,54
